"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8280","10","0","8","0","14","0","10","0","6","0","11","0","11","0",""
"... 8301","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8302","1134","0.017","1124","0.017","1174","0.018","1097","0.016","1120","0.017","1111","0.017","1079","0.016",""
"... 8303","540","0.008","504","0.008","453","0.007","464","0.007","484","0.007","490","0.007","477","0.007",""
"... 8304","619","0.009","671","0.01","637","0.01","639","0.009","659","0.01","637","0.01","716","0.011",""
"... 8305","343","0.005","351","0.005","341","0.005","344","0.005","346","0.005","353","0.005","330","0.005",""
"... 8306","246","0.004","235","0.003","224","0.003","240","0.004","246","0.004","231","0.003","251","0.004",""
"... 8307","685","0.01","659","0.01","693","0.01","699","0.01","673","0.01","665","0.01","702","0.011",""
"... 8308","185","0.003","160","0.002","165","0.002","143","0.002","155","0.002","168","0.003","156","0.002",""
"... 8309","169","0.003","159","0.002","185","0.003","169","0.003","149","0.002","168","0.003","163","0.002",""
"... 8310","72","0.001","63","0.001","72","0.001","53","0.001","66","0.001","79","0.001","50","0.001",""
"... 8311","45","0.001","56","0.001","32","0","50","0.001","48","0.001","38","0.001","46","0.001",""
"... 8312","20","0","24","0","39","0.001","34","0.001","24","0","31","0","26","0",""
"... 8314","7","0","5","0","8","0","10","0","9","0","9","0","14","0",""
"... 8315","23","0","24","0","22","0","24","0","19","0","26","0","17","0",""
"... 8317","102","0.002","89","0.001","100","0.001","92","0.001","87","0.001","88","0.001","87","0.001",""
"... 8320","278","0.004","249","0.004","253","0.004","262","0.004","247","0.004","224","0.003","271","0.004",""
"... 8322","15","0","20","0","23","0","29","0","20","0","21","0","10","0",""
"... 8330","486","0.007","487","0.007","466","0.007","505","0.007","494","0.007","507","0.008","480","0.007",""
"... 8331","19","0","18","0","22","0","22","0","16","0","20","0","26","0",""
"... 8332","118","0.002","92","0.001","109","0.002","115","0.002","120","0.002","134","0.002","140","0.002",""
"... 8335","128","0.002","124","0.002","101","0.002","117","0.002","133","0.002","107","0.002","131","0.002",""
"... 8340","468","0.007","456","0.007","431","0.006","442","0.007","448","0.007","483","0.007","446","0.007",""
"... 8342","28","0","25","0","23","0","24","0","24","0","25","0","24","0",""
"... 8344","148","0.002","158","0.002","162","0.002","172","0.003","161","0.002","166","0.002","147","0.002",""
"... 8345","35","0.001","47","0.001","41","0.001","50","0.001","38","0.001","46","0.001","50","0.001",""
"... 8352","166","0.002","145","0.002","176","0.003","159","0.002","131","0.002","149","0.002","139","0.002",""
"... 8353","192","0.003","181","0.003","189","0.003","191","0.003","190","0.003","175","0.003","186","0.003",""
"... 8354","33","0","21","0","20","0","18","0","19","0","22","0","16","0",""
"... 8355","18","0","18","0","32","0","23","0","20","0","21","0","15","0",""
"... 8356","2","0","2","0","0","0","0","0","1","0","0","0","0","0",""
"... 8357","3","0","2","0","3","0","3","0","3","0","4","0","2","0",""
"... 8360","13","0","9","0","9","0","12","0","8","0","11","0","11","0",""
"... 8361","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8362","2","0","4","0","3","0","2","0","2","0","3","0","9","0",""
"... 8363","4","0","5","0","8","0","5","0","3","0","5","0","2","0",""
"... 8370","5","0","10","0","3","0","6","0","2","0","2","0","5","0",""
"... 8372","0","0","0","0","0","0","0","0","3","0","1","0","1","0",""
"... 8374","3","0","3","0","2","0","4","0","6","0","2","0","4","0",""
"... 8376","2","0","0","0","1","0","1","0","1","0","1","0","1","0",""
"... 8400","2040","0.03","2065","0.031","2000","0.03","2005","0.03","2065","0.031","2021","0.03","2044","0.031",""
"... 8402","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8403","50","0.001","77","0.001","65","0.001","55","0.001","59","0.001","39","0.001","65","0.001",""
"... 8404","1187","0.018","1239","0.018","1185","0.018","1160","0.017","1144","0.017","1138","0.017","1079","0.016",""
"... 8405","1039","0.015","916","0.014","953","0.014","1033","0.015","910","0.014","979","0.015","972","0.015",""
"... 8406","826","0.012","884","0.013","867","0.013","827","0.012","829","0.012","854","0.013","902","0.014",""
"... 8408","984","0.015","992","0.015","955","0.014","990","0.015","976","0.015","989","0.015","935","0.014",""
"... 8409","178","0.003","180","0.003","175","0.003","176","0.003","194","0.003","180","0.003","182","0.003",""
"... 8411","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8412","31","0","35","0.001","41","0.001","44","0.001","35","0.001","45","0.001","32","0",""
"... 8413","141","0.002","142","0.002","167","0.002","153","0.002","151","0.002","161","0.002","142","0.002",""
"... 8414","34","0.001","31","0","25","0","21","0","41","0.001","29","0","24","0",""
"... 8415","10","0","8","0","13","0","13","0","11","0","16","0","6","0",""
"... 8416","57","0.001","58","0.001","35","0.001","51","0.001","59","0.001","56","0.001","48","0.001",""
"... 8418","40","0.001","29","0","28","0","31","0","30","0","33","0","32","0",""
"... 8421","13","0","22","0","22","0","22","0","13","0","25","0","17","0",""
"... 8422","182","0.003","174","0.003","163","0.002","225","0.003","185","0.003","178","0.003","178","0.003",""
"... 8424","479","0.007","483","0.007","480","0.007","512","0.008","516","0.008","491","0.007","493","0.007",""
"... 8425","33","0","30","0","35","0.001","39","0.001","30","0","32","0","33","0",""
"... 8426","62","0.001","75","0.001","56","0.001","59","0.001","71","0.001","59","0.001","83","0.001",""
"... 8427","214","0.003","216","0.003","226","0.003","227","0.003","229","0.003","240","0.004","216","0.003",""
"... 8428","14","0","18","0","15","0","13","0","15","0","14","0","20","0",""
"... 8442","94","0.001","81","0.001","93","0.001","115","0.002","106","0.002","113","0.002","100","0.001",""
"... 8444","95","0.001","56","0.001","80","0.001","77","0.001","67","0.001","65","0.001","70","0.001",""
"... 8447","50","0.001","55","0.001","38","0.001","46","0.001","64","0.001","56","0.001","46","0.001",""
"... 8450","61","0.001","75","0.001","71","0.001","75","0.001","58","0.001","54","0.001","71","0.001",""
"... 8451","51","0.001","62","0.001","44","0.001","54","0.001","58","0.001","50","0.001","61","0.001",""
"... 8452","21","0","13","0","17","0","30","0","12","0","25","0","23","0",""
"... 8453","4","0","4","0","4","0","5","0","3","0","5","0","4","0",""
"... 8454","0","0","0","0","1","0","1","0","0","0","2","0","1","0",""
"... 8455","3","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8457","5","0","8","0","12","0","11","0","8","0","13","0","7","0",""
"... 8458","12","0","17","0","20","0","18","0","16","0","15","0","21","0",""
"... 8459","12","0","15","0","11","0","14","0","12","0","3","0","16","0",""
"... 8460","60","0.001","54","0.001","58","0.001","55","0.001","63","0.001","76","0.001","67","0.001",""
"... 8461","17","0","15","0","12","0","11","0","12","0","11","0","9","0",""
"... 8462","54","0.001","45","0.001","53","0.001","42","0.001","42","0.001","46","0.001","43","0.001",""
"... 8463","26","0","31","0","22","0","26","0","22","0","27","0","28","0",""
"... 8464","4","0","0","0","0","0","2","0","0","0","1","0","1","0",""
"... 8465","10","0","15","0","17","0","9","0","10","0","14","0","15","0",""
"... 8466","21","0","21","0","17","0","23","0","17","0","23","0","21","0",""
"... 8467","12","0","18","0","17","0","12","0","18","0","16","0","13","0",""
"... 8468","17","0","22","0","15","0","25","0","21","0","18","0","22","0",""
"... 8471","30","0","38","0.001","37","0.001","23","0","32","0","30","0","31","0",""
"... 8472","249","0.004","250","0.004","214","0.003","225","0.003","221","0.003","281","0.004","246","0.004",""
"... 8474","42","0.001","42","0.001","57","0.001","50","0.001","56","0.001","60","0.001","43","0.001",""
"... 8475","72","0.001","77","0.001","73","0.001","72","0.001","65","0.001","84","0.001","65","0.001",""
"... 8476","20","0","29","0","41","0.001","35","0.001","31","0","35","0.001","35","0.001",""
"... 8477","38","0.001","38","0.001","32","0","38","0.001","34","0.001","43","0.001","37","0.001",""
"... 8478","38","0.001","39","0.001","35","0.001","32","0","34","0.001","38","0.001","29","0",""
"... 8479","16","0","19","0","23","0","27","0","33","0","22","0","30","0",""
"... 8482","128","0.002","134","0.002","116","0.002","111","0.002","119","0.002","108","0.002","125","0.002",""
"... 8483","125","0.002","148","0.002","138","0.002","162","0.002","133","0.002","137","0.002","143","0.002",""
"... 8484","125","0.002","122","0.002","137","0.002","135","0.002","120","0.002","111","0.002","115","0.002",""
"... 8486","117","0.002","110","0.002","89","0.001","115","0.002","119","0.002","93","0.001","105","0.002",""
"... 8487","93","0.001","99","0.001","88","0.001","67","0.001","94","0.001","66","0.001","88","0.001",""
"... 8488","265","0.004","249","0.004","271","0.004","272","0.004","249","0.004","249","0.004","261","0.004",""
"... 8489","20","0","36","0.001","28","0","21","0","31","0","38","0.001","34","0.001",""
"... 8492","107","0.002","104","0.002","90","0.001","91","0.001","109","0.002","118","0.002","98","0.001",""
"... 8493","60","0.001","67","0.001","58","0.001","66","0.001","87","0.001","81","0.001","76","0.001",""
"... 8494","136","0.002","142","0.002","127","0.002","145","0.002","153","0.002","116","0.002","134","0.002",""
"... 8495","8","0","5","0","12","0","10","0","7","0","7","0","2","0",""
"... 8496","33","0","55","0.001","32","0","46","0.001","43","0.001","43","0.001","55","0.001",""
"... 8497","47","0.001","36","0.001","43","0.001","46","0.001","37","0.001","49","0.001","40","0.001",""
"... 8498","43","0.001","46","0.001","38","0.001","44","0.001","46","0.001","42","0.001","46","0.001",""
"... 8499","5","0","13","0","9","0","12","0","16","0","10","0","11","0",""
"... 8500","38","0.001","50","0.001","36","0.001","41","0.001","37","0.001","31","0","41","0.001",""
"... 8505","1","0","1","0","2","0","2","0","4","0","0","0","2","0",""
"... 8506","5","0","0","0","0","0","0","0","1","0","1","0","1","0",""
"... 8507","1","0","0","0","1","0","1","0","1","0","1","0","1","0",""
"... 8508","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8512","1","0","1","0","1","0","2","0","0","0","1","0","3","0",""
"... 8514","0","0","0","0","2","0","0","0","1","0","0","0","0","0",""
"... 8522","2","0","1","0","0","0","1","0","2","0","4","0","1","0",""
"... 8523","44","0.001","66","0.001","41","0.001","51","0.001","51","0.001","29","0","36","0.001",""
"... 8524","5","0","2","0","1","0","4","0","2","0","3","0","3","0",""
"... 8525","1","0","0","0","0","0","1","0","0","0","1","0","2","0",""
"... 8526","3","0","0","0","3","0","1","0","2","0","2","0","1","0",""
"... 8532","1","0","4","0","3","0","2","0","2","0","5","0","0","0",""
"... 8535","1","0","3","0","2","0","0","0","2","0","0","0","0","0",""
"... 8536","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8537","2","0","1","0","4","0","2","0","1","0","1","0","1","0",""
"... 8542","128","0.002","143","0.002","150","0.002","119","0.002","139","0.002","161","0.002","131","0.002",""
"... 8543","22","0","42","0.001","33","0","31","0","29","0","32","0","21","0",""
"... 8544","20","0","14","0","22","0","14","0","15","0","23","0","21","0",""
"... 8545","103","0.002","113","0.002","117","0.002","112","0.002","109","0.002","139","0.002","118","0.002",""
"... 8546","13","0","10","0","8","0","8","0","8","0","13","0","15","0",""
"... 8547","2","0","2","0","8","0","5","0","3","0","6","0","3","0",""
"... 8548","33","0","23","0","25","0","25","0","24","0","41","0.001","33","0",""
"... 8552","0","0","1","0","6","0","3","0","3","0","4","0","6","0",""
"... 8553","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 8554","1","0","1","0","0","0","0","0","0","0","2","0","0","0",""
"... 8555","3","0","3","0","2","0","4","0","3","0","4","0","3","0",""
"... 8556","4","0","2","0","1","0","2","0","1","0","2","0","1","0",""
"... 8558","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8560","1","0","0","0","0","0","1","0","1","0","0","0","2","0",""
"... 8561","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8564","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8566","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8570","10","0","12","0","5","0","4","0","9","0","10","0","9","0",""
"... 8572","0","0","3","0","3","0","0","0","1","0","1","0","0","0",""
"... 8573","1","0","2","0","0","0","0","0","0","0","1","0","1","0",""
"... 8574","0","0","0","0","1","0","1","0","0","0","0","0","1","0",""
"... 8575","2","0","6","0","1","0","2","0","3","0","1","0","1","0",""
"... 8577","0","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8580","5","0","6","0","5","0","5","0","7","0","6","0","7","0",""
"... 8582","0","0","0","0","0","0","2","0","0","0","0","0","0","0",""
"... 8583","2","0","2","0","2","0","0","0","2","0","5","0","0","0",""
"... 8585","3","0","0","0","2","0","1","0","0","0","0","0","0","0",""
"... 8586","0","0","1","0","1","0","3","0","1","0","0","0","0","0",""
"... 8587","0","0","0","0","2","0","0","0","0","0","1","0","3","0",""
"... 8588","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8589","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8590","4","0","3","0","1","0","2","0","0","0","1","0","9","0",""
"... 8592","0","0","0","0","1","0","1","0","1","0","1","0","1","0",""
"... 8595","1","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 8596","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8597","1","0","1","0","0","0","0","0","2","0","0","0","0","0",""
"... 8598","2","0","0","0","0","0","1","0","1","0","1","0","2","0",""
"... 8600","1099","0.016","1085","0.016","1102","0.016","1152","0.017","1128","0.017","1064","0.016","1112","0.017",""
"... 8602","66","0.001","90","0.001","90","0.001","74","0.001","55","0.001","70","0.001","72","0.001",""
"... 8603","208","0.003","224","0.003","242","0.004","210","0.003","246","0.004","201","0.003","236","0.004",""
"... 8604","873","0.013","893","0.013","849","0.013","889","0.013","904","0.013","876","0.013","909","0.014",""
"... 8605","42","0.001","47","0.001","44","0.001","37","0.001","47","0.001","53","0.001","38","0.001",""
"... 8606","269","0.004","282","0.004","273","0.004","275","0.004","273","0.004","303","0.005","281","0.004",""
"... 8607","56","0.001","50","0.001","34","0.001","43","0.001","59","0.001","48","0.001","48","0.001",""
"... 8608","124","0.002","129","0.002","124","0.002","132","0.002","116","0.002","118","0.002","120","0.002",""
"... 8610","1293","0.019","1171","0.017","1283","0.019","1264","0.019","1302","0.019","1251","0.019","1261","0.019",""
"... 8614","38","0.001","27","0","44","0.001","49","0.001","56","0.001","55","0.001","44","0.001",""
"... 8615","31","0","27","0","27","0","19","0","28","0","38","0.001","28","0",""
"... 8616","48","0.001","35","0.001","47","0.001","34","0.001","36","0.001","49","0.001","42","0.001",""
"... 8617","140","0.002","178","0.003","160","0.002","164","0.002","174","0.003","142","0.002","155","0.002",""
"... 8618","216","0.003","227","0.003","228","0.003","234","0.003","246","0.004","211","0.003","234","0.004",""
"... 8620","837","0.012","854","0.013","861","0.013","907","0.013","891","0.013","911","0.014","843","0.013",""
"... 8621","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8622","5","0","5","0","7","0","7","0","6","0","11","0","6","0",""
"... 8623","418","0.006","424","0.006","411","0.006","397","0.006","398","0.006","395","0.006","412","0.006",""
"... 8624","98","0.001","73","0.001","88","0.001","79","0.001","78","0.001","84","0.001","103","0.002",""
"... 8625","224","0.003","223","0.003","239","0.004","262","0.004","231","0.003","247","0.004","248","0.004",""
"... 8626","24","0","41","0.001","33","0","45","0.001","39","0.001","39","0.001","34","0.001",""
"... 8627","130","0.002","155","0.002","137","0.002","148","0.002","141","0.002","124","0.002","150","0.002",""
"... 8630","665","0.01","624","0.009","633","0.009","594","0.009","621","0.009","628","0.009","610","0.009",""
"... 8632","173","0.003","187","0.003","175","0.003","205","0.003","170","0.003","180","0.003","177","0.003",""
"... 8633","104","0.002","117","0.002","122","0.002","135","0.002","134","0.002","127","0.002","135","0.002",""
"... 8634","396","0.006","349","0.005","352","0.005","362","0.005","354","0.005","409","0.006","382","0.006",""
"... 8635","121","0.002","133","0.002","128","0.002","123","0.002","108","0.002","132","0.002","149","0.002",""
"... 8636","444","0.007","418","0.006","443","0.007","454","0.007","417","0.006","374","0.006","447","0.007",""
"... 8637","89","0.001","115","0.002","97","0.001","107","0.002","112","0.002","97","0.001","106","0.002",""
"... 8638","1","0","0","0","4","0","4","0","6","0","2","0","4","0",""
"... 8640","12","0","14","0","13","0","22","0","23","0","20","0","22","0",""
"... 8645","30","0","24","0","23","0","27","0","23","0","26","0","29","0",""
"... 8646","3","0","2","0","3","0","1","0","3","0","2","0","2","0",""
"... 8698","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8700","305","0.005","342","0.005","332","0.005","337","0.005","326","0.005","327","0.005","297","0.004",""
"... 8702","170","0.003","162","0.002","139","0.002","149","0.002","151","0.002","149","0.002","141","0.002",""
"... 8703","105","0.002","123","0.002","111","0.002","113","0.002","129","0.002","119","0.002","112","0.002",""
"... 8704","143","0.002","123","0.002","135","0.002","133","0.002","121","0.002","129","0.002","131","0.002",""
"... 8706","355","0.005","336","0.005","391","0.006","360","0.005","381","0.006","347","0.005","345","0.005",""
"... 8707","180","0.003","188","0.003","181","0.003","199","0.003","195","0.003","170","0.003","184","0.003",""
"... 8708","352","0.005","331","0.005","328","0.005","326","0.005","295","0.004","312","0.005","286","0.004",""
"... 8712","381","0.006","392","0.006","352","0.005","374","0.006","394","0.006","372","0.006","387","0.006",""
"... 8713","106","0.002","95","0.001","101","0.002","119","0.002","96","0.001","98","0.001","105","0.002",""
"... 8714","10","0","11","0","16","0","18","0","17","0","10","0","20","0",""
"... 8715","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8716","6","0","4","0","5","0","3","0","4","0","4","0","2","0",""
"... 8717","1","0","1","0","3","0","0","0","0","0","1","0","1","0",""
"... 8718","1","0","1","0","2","0","4","0","1","0","4","0","2","0",""
"... 8721","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8722","5","0","7","0","9","0","3","0","4","0","4","0","4","0",""
"... 8723","2","0","3","0","2","0","0","0","2","0","1","0","0","0",""
"... 8725","0","0","2","0","0","0","0","0","0","0","1","0","1","0",""
"... 8727","1","0","1","0","1","0","0","0","1","0","1","0","1","0",""
"... 8730","6","0","4","0","12","0","8","0","8","0","7","0","10","0",""
"... 8732","1","0","3","0","2","0","2","0","2","0","2","0","1","0",""
"... 8733","8","0","6","0","11","0","13","0","8","0","8","0","13","0",""
"... 8734","4","0","5","0","4","0","3","0","2","0","3","0","2","0",""
"... 8735","4","0","4","0","6","0","4","0","2","0","5","0","2","0",""
"... 8737","3","0","3","0","3","0","2","0","1","0","2","0","6","0",""
"... 8738","1","0","0","0","1","0","0","0","3","0","0","0","1","0",""
"... 8739","0","0","0","0","0","0","2","0","0","0","0","0","1","0",""
"... 8741","0","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 8750","4","0","4","0","6","0","1","0","1","0","4","0","2","0",""
"... 8752","2","0","1","0","2","0","3","0","2","0","1","0","1","0",""
"... 8753","5","0","2","0","4","0","2","0","4","0","5","0","7","0",""
"... 8754","1","0","0","0","1","0","0","0","0","0","2","0","2","0",""
"... 8755","2","0","1","0","1","0","0","0","1","0","2","0","2","0",""
"... 8756","1","0","3","0","0","0","2","0","1","0","3","0","1","0",""
"... 8757","1","0","1","0","0","0","1","0","0","0","1","0","0","0",""
"... 8758","0","0","0","0","1","0","2","0","0","0","1","0","0","0",""
"... 8762","1","0","2","0","1","0","0","0","2","0","1","0","1","0",""
"... 8765","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8766","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8767","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8772","1","0","1","0","1","0","0","0","0","0","1","0","1","0",""
"... 8773","1","0","1","0","1","0","0","0","0","0","1","0","2","0",""
"... 8774","0","0","0","0","1","0","0","0","0","0","0","0","2","0",""
"... 8775","1","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8777","2","0","0","0","0","0","0","0","0","0","2","0","0","0",""
"... 8782","0","0","1","0","0","0","2","0","1","0","2","0","1","0",""
"... 8783","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","438","0.007","386","0.006","398","0.006","413","0.006","409","0.006","409","0.006","421","0.006",""
"... 8802","148","0.002","180","0.003","163","0.002","158","0.002","155","0.002","159","0.002","154","0.002",""
"... 8803","91","0.001","105","0.002","102","0.002","116","0.002","110","0.002","111","0.002","118","0.002",""
"... 8804","229","0.003","199","0.003","254","0.004","191","0.003","266","0.004","249","0.004","227","0.003",""
"... 8805","368","0.005","359","0.005","362","0.005","350","0.005","352","0.005","361","0.005","379","0.006",""
"... 8806","5","0","1","0","3","0","0","0","2","0","1","0","0","0",""
"... 8807","4","0","3","0","4","0","3","0","4","0","4","0","4","0",""
"... 8808","4","0","7","0","1","0","2","0","6","0","8","0","4","0",""
"... 8810","726","0.011","726","0.011","774","0.012","742","0.011","726","0.011","693","0.01","735","0.011",""
"... 8815","10","0","16","0","13","0","9","0","13","0","8","0","14","0",""
"... 8816","64","0.001","67","0.001","49","0.001","57","0.001","59","0.001","59","0.001","60","0.001",""
"... 8820","615","0.009","614","0.009","575","0.009","585","0.009","616","0.009","584","0.009","596","0.009",""
"... 8824","62","0.001","47","0.001","57","0.001","47","0.001","48","0.001","56","0.001","66","0.001",""
"... 8825","42","0.001","34","0.001","28","0","34","0.001","32","0","43","0.001","33","0",""
"... 8832","8","0","8","0","9","0","8","0","7","0","10","0","7","0",""
"... 8833","96","0.001","124","0.002","118","0.002","126","0.002","90","0.001","102","0.002","101","0.002",""
"... 8834","1","0","4","0","0","0","3","0","3","0","3","0","1","0",""
"... 8835","0","0","1","0","0","0","1","0","1","0","0","0","0","0",""
"... 8836","0","0","0","0","0","0","1","0","1","0","0","0","2","0",""
"... 8840","7","0","7","0","4","0","7","0","3","0","15","0","7","0",""
"... 8841","0","0","0","0","0","0","1","0","2","0","0","0","0","0",""
"... 8842","1","0","0","0","3","0","0","0","2","0","4","0","1","0",""
"... 8843","0","0","0","0","1","0","1","0","0","0","1","0","0","0",""
"... 8844","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8845","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8846","1","0","1","0","0","0","2","0","1","0","2","0","1","0",""
"... 8847","0","0","2","0","0","0","0","0","0","0","0","0","1","0",""
"... 8849","1","0","1","0","1","0","0","0","1","0","0","0","0","0",""
"... 8852","6","0","6","0","3","0","3","0","7","0","2","0","2","0",""
"... 8853","3","0","3","0","8","0","6","0","2","0","3","0","3","0",""
"... 8854","6","0","3","0","6","0","6","0","6","0","3","0","7","0",""
"... 8855","2","0","1","0","0","0","1","0","1","0","4","0","0","0",""
"... 8856","0","0","1","0","1","0","1","0","1","0","2","0","0","0",""
"... 8858","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8862","1","0","0","0","1","0","1","0","0","0","1","0","3","0",""
"... 8863","2","0","2","0","1","0","0","0","3","0","1","0","3","0",""
"... 8864","4","0","8","0","4","0","2","0","3","0","4","0","6","0",""
"... 8865","4","0","6","0","6","0","5","0","5","0","3","0","2","0",""
"... 8866","0","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8867","2","0","3","0","2","0","1","0","1","0","2","0","0","0",""
"... 8868","0","0","1","0","1","0","0","0","0","0","2","0","1","0",""
"... 8872","0","0","4","0","1","0","0","0","2","0","0","0","1","0",""
"... 8873","1","0","1","0","1","0","0","0","1","0","0","0","1","0",""
"... 8877","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8880","2","0","5","0","2","0","2","0","2","0","5","0","3","0",""
"... 8881","0","0","0","0","0","0","0","0","1","0","0","0","2","0",""
"... 8882","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8885","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8887","3","0","1","0","4","0","1","0","1","0","4","0","2","0",""
"... 8889","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8890","1","0","2","0","0","0","3","0","4","0","1","0","3","0",""
"... 8892","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8895","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8897","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 8898","0","0","1","0","0","0","1","0","2","0","1","0","1","0",""
"... 8902","450","0.007","466","0.007","498","0.007","449","0.007","483","0.007","493","0.007","448","0.007",""
"... 8903","197","0.003","197","0.003","181","0.003","224","0.003","204","0.003","200","0.003","217","0.003",""
"... 8904","38","0.001","36","0.001","24","0","36","0.001","30","0","27","0","22","0",""
"... 8905","1","0","5","0","3","0","3","0","4","0","3","0","3","0",""
"... 8906","160","0.002","150","0.002","167","0.002","140","0.002","155","0.002","167","0.002","145","0.002",""
"... 8907","114","0.002","98","0.001","82","0.001","116","0.002","111","0.002","92","0.001","101","0.002",""
"... 8908","102","0.002","127","0.002","129","0.002","134","0.002","112","0.002","121","0.002","110","0.002",""
"... 8909","47","0.001","51","0.001","51","0.001","47","0.001","53","0.001","44","0.001","53","0.001",""
"... 8910","537","0.008","541","0.008","472","0.007","482","0.007","483","0.007","544","0.008","487","0.007",""
"... 8911","32","0","24","0","25","0","26","0","22","0","24","0","26","0",""
"... 8912","244","0.004","202","0.003","224","0.003","225","0.003","206","0.003","239","0.004","228","0.003",""
"... 8913","87","0.001","80","0.001","105","0.002","93","0.001","77","0.001","71","0.001","73","0.001",""
"... 8914","37","0.001","41","0.001","43","0.001","38","0.001","42","0.001","37","0.001","46","0.001",""
"... 8915","76","0.001","75","0.001","78","0.001","79","0.001","91","0.001","88","0.001","90","0.001",""
"... 8916","5","0","3","0","7","0","7","0","5","0","5","0","1","0",""
"... 8917","6","0","3","0","6","0","2","0","2","0","2","0","2","0",""
"... 8918","2","0","1","0","2","0","3","0","0","0","2","0","2","0",""
"... 8919","0","0","1","0","0","0","1","0","1","0","1","0","2","0",""
"... 8925","21","0","22","0","31","0","15","0","18","0","21","0","27","0",""
"... 8926","27","0","24","0","33","0","26","0","34","0.001","26","0","41","0.001",""
"... 8932","144","0.002","163","0.002","170","0.003","159","0.002","153","0.002","144","0.002","154","0.002",""
"... 8933","26","0","17","0","22","0","30","0","21","0","25","0","26","0",""
"... 8934","74","0.001","59","0.001","57","0.001","59","0.001","54","0.001","64","0.001","70","0.001",""
"... 8942","116","0.002","117","0.002","114","0.002","111","0.002","117","0.002","131","0.002","134","0.002",""
"... 8951","199","0.003","190","0.003","160","0.002","208","0.003","195","0.003","215","0.003","204","0.003",""
"... 8952","1073","0.016","1046","0.016","1071","0.016","1060","0.016","1021","0.015","1080","0.016","1030","0.015",""
"... 8953","1679","0.025","1706","0.025","1784","0.027","1755","0.026","1720","0.026","1757","0.026","1724","0.026",""
"... 8954","184","0.003","167","0.002","149","0.002","158","0.002","156","0.002","172","0.003","169","0.003",""
"... 8955","57","0.001","62","0.001","86","0.001","65","0.001","64","0.001","73","0.001","84","0.001",""
"... 8956","3","0","4","0","1","0","5","0","4","0","2","0","3","0",""
"... 8957","36","0.001","47","0.001","52","0.001","40","0.001","38","0.001","40","0.001","41","0.001",""
"... 8962","5","0","11","0","9","0","6","0","7","0","5","0","5","0",""
"... 8964","23","0","9","0","14","0","14","0","14","0","18","0","12","0",""
"... 8965","10","0","12","0","10","0","9","0","8","0","4","0","10","0",""
"... 8966","1","0","1","0","8","0","5","0","4","0","1","0","3","0",""
"... 8967","5","0","9","0","4","0","5","0","6","0","4","0","5","0",""
"... 9082","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 9100","0","0","1","0","1","0","1","0","0","0","0","0","0","0",""
"... 9176","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 9200","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
