"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8280","13","0","13","0","7","0","11","0","7","0","7","0","12","0",""
"... 8301","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8302","1130","0.017","1071","0.016","1185","0.018","1146","0.017","1143","0.017","1098","0.016","1066","0.016",""
"... 8303","483","0.007","461","0.007","486","0.007","446","0.007","510","0.008","540","0.008","486","0.007",""
"... 8304","642","0.01","656","0.01","644","0.01","686","0.01","613","0.009","672","0.01","665","0.01",""
"... 8305","315","0.005","333","0.005","340","0.005","368","0.006","328","0.005","345","0.005","379","0.006",""
"... 8306","229","0.003","247","0.004","243","0.004","253","0.004","215","0.003","252","0.004","234","0.003",""
"... 8307","653","0.01","661","0.01","675","0.01","693","0.01","660","0.01","707","0.01","727","0.011",""
"... 8308","158","0.002","183","0.003","160","0.002","188","0.003","160","0.002","144","0.002","139","0.002",""
"... 8309","154","0.002","176","0.003","161","0.002","168","0.003","166","0.002","159","0.002","178","0.003",""
"... 8310","79","0.001","67","0.001","68","0.001","56","0.001","60","0.001","64","0.001","61","0.001",""
"... 8311","48","0.001","43","0.001","52","0.001","38","0.001","42","0.001","52","0.001","40","0.001",""
"... 8312","29","0","28","0","27","0","22","0","30","0","29","0","33","0",""
"... 8314","9","0","8","0","5","0","5","0","10","0","11","0","14","0",""
"... 8315","23","0","20","0","24","0","23","0","12","0","28","0","25","0",""
"... 8317","99","0.001","74","0.001","87","0.001","96","0.001","87","0.001","102","0.002","100","0.001",""
"... 8320","246","0.004","262","0.004","266","0.004","273","0.004","243","0.004","252","0.004","242","0.004",""
"... 8322","13","0","18","0","20","0","27","0","22","0","16","0","22","0",""
"... 8330","491","0.007","533","0.008","480","0.007","505","0.008","474","0.007","467","0.007","475","0.007",""
"... 8331","28","0","29","0","15","0","17","0","20","0","17","0","17","0",""
"... 8332","123","0.002","138","0.002","102","0.002","103","0.002","120","0.002","115","0.002","127","0.002",""
"... 8335","113","0.002","112","0.002","116","0.002","124","0.002","129","0.002","132","0.002","115","0.002",""
"... 8340","458","0.007","447","0.007","424","0.006","436","0.007","466","0.007","475","0.007","468","0.007",""
"... 8342","21","0","22","0","26","0","24","0","29","0","21","0","30","0",""
"... 8344","158","0.002","179","0.003","154","0.002","160","0.002","161","0.002","158","0.002","144","0.002",""
"... 8345","54","0.001","45","0.001","42","0.001","41","0.001","40","0.001","43","0.001","42","0.001",""
"... 8352","158","0.002","131","0.002","176","0.003","158","0.002","150","0.002","150","0.002","142","0.002",""
"... 8353","163","0.002","188","0.003","180","0.003","194","0.003","184","0.003","201","0.003","194","0.003",""
"... 8354","18","0","21","0","14","0","28","0","29","0","20","0","19","0",""
"... 8355","23","0","27","0","12","0","21","0","24","0","19","0","21","0",""
"... 8356","1","0","1","0","2","0","0","0","0","0","0","0","1","0",""
"... 8357","3","0","1","0","3","0","4","0","7","0","2","0","0","0",""
"... 8360","8","0","14","0","5","0","12","0","14","0","12","0","8","0",""
"... 8361","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8362","8","0","2","0","2","0","3","0","4","0","4","0","2","0",""
"... 8363","3","0","3","0","3","0","5","0","5","0","6","0","7","0",""
"... 8370","5","0","4","0","6","0","3","0","4","0","5","0","6","0",""
"... 8372","0","0","2","0","0","0","0","0","1","0","0","0","2","0",""
"... 8374","2","0","4","0","5","0","3","0","4","0","3","0","3","0",""
"... 8376","0","0","1","0","2","0","1","0","1","0","2","0","0","0",""
"... 8400","2002","0.03","2037","0.031","2005","0.03","2022","0.03","2039","0.03","2027","0.03","2108","0.031",""
"... 8402","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8403","71","0.001","54","0.001","60","0.001","52","0.001","35","0.001","74","0.001","64","0.001",""
"... 8404","1231","0.018","1171","0.018","1078","0.016","1178","0.018","1175","0.018","1137","0.017","1162","0.017",""
"... 8405","1001","0.015","972","0.015","955","0.014","980","0.015","975","0.015","957","0.014","962","0.014",""
"... 8406","848","0.013","842","0.013","854","0.013","836","0.013","832","0.012","843","0.013","934","0.014",""
"... 8408","1002","0.015","986","0.015","1010","0.015","982","0.015","1003","0.015","912","0.014","926","0.014",""
"... 8409","181","0.003","174","0.003","180","0.003","172","0.003","179","0.003","199","0.003","180","0.003",""
"... 8411","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8412","43","0.001","39","0.001","31","0","34","0.001","45","0.001","41","0.001","30","0",""
"... 8413","132","0.002","144","0.002","151","0.002","145","0.002","168","0.003","152","0.002","165","0.002",""
"... 8414","36","0.001","23","0","26","0","37","0.001","34","0.001","24","0","25","0",""
"... 8415","14","0","11","0","16","0","9","0","9","0","7","0","11","0",""
"... 8416","53","0.001","37","0.001","45","0.001","60","0.001","55","0.001","60","0.001","54","0.001",""
"... 8418","31","0","25","0","33","0","31","0","38","0.001","28","0","37","0.001",""
"... 8421","18","0","14","0","28","0","18","0","15","0","22","0","19","0",""
"... 8422","189","0.003","182","0.003","183","0.003","185","0.003","180","0.003","184","0.003","182","0.003",""
"... 8424","483","0.007","504","0.008","491","0.007","464","0.007","520","0.008","516","0.008","476","0.007",""
"... 8425","37","0.001","36","0.001","30","0","37","0.001","23","0","35","0.001","34","0.001",""
"... 8426","73","0.001","51","0.001","64","0.001","73","0.001","58","0.001","71","0.001","75","0.001",""
"... 8427","207","0.003","219","0.003","244","0.004","221","0.003","219","0.003","227","0.003","231","0.003",""
"... 8428","10","0","19","0","16","0","10","0","14","0","23","0","17","0",""
"... 8442","84","0.001","105","0.002","114","0.002","92","0.001","118","0.002","91","0.001","98","0.001",""
"... 8444","69","0.001","74","0.001","62","0.001","78","0.001","75","0.001","80","0.001","72","0.001",""
"... 8447","56","0.001","37","0.001","51","0.001","55","0.001","58","0.001","46","0.001","52","0.001",""
"... 8450","56","0.001","43","0.001","81","0.001","78","0.001","52","0.001","72","0.001","83","0.001",""
"... 8451","69","0.001","54","0.001","48","0.001","61","0.001","51","0.001","58","0.001","39","0.001",""
"... 8452","22","0","22","0","25","0","14","0","21","0","19","0","18","0",""
"... 8453","6","0","2","0","4","0","5","0","2","0","6","0","4","0",""
"... 8454","1","0","1","0","0","0","1","0","0","0","0","0","2","0",""
"... 8455","2","0","0","0","0","0","2","0","0","0","0","0","1","0",""
"... 8457","5","0","9","0","9","0","7","0","10","0","13","0","11","0",""
"... 8458","15","0","23","0","19","0","18","0","21","0","13","0","10","0",""
"... 8459","12","0","15","0","11","0","10","0","8","0","16","0","11","0",""
"... 8460","62","0.001","58","0.001","52","0.001","62","0.001","76","0.001","62","0.001","61","0.001",""
"... 8461","15","0","16","0","15","0","8","0","8","0","8","0","17","0",""
"... 8462","55","0.001","55","0.001","40","0.001","39","0.001","52","0.001","49","0.001","35","0.001",""
"... 8463","33","0","29","0","27","0","30","0","27","0","13","0","23","0",""
"... 8464","0","0","2","0","3","0","0","0","1","0","1","0","1","0",""
"... 8465","15","0","10","0","16","0","11","0","14","0","12","0","12","0",""
"... 8466","18","0","27","0","19","0","20","0","21","0","21","0","17","0",""
"... 8467","11","0","19","0","6","0","19","0","21","0","18","0","12","0",""
"... 8468","16","0","28","0","22","0","15","0","18","0","17","0","24","0",""
"... 8471","39","0.001","29","0","36","0.001","34","0.001","27","0","33","0","23","0",""
"... 8472","237","0.004","235","0.004","244","0.004","232","0.003","247","0.004","243","0.004","248","0.004",""
"... 8474","53","0.001","48","0.001","55","0.001","49","0.001","43","0.001","55","0.001","47","0.001",""
"... 8475","82","0.001","63","0.001","74","0.001","65","0.001","85","0.001","73","0.001","66","0.001",""
"... 8476","36","0.001","36","0.001","28","0","29","0","30","0","31","0","36","0.001",""
"... 8477","38","0.001","49","0.001","44","0.001","27","0","35","0.001","34","0.001","33","0",""
"... 8478","40","0.001","26","0","31","0","37","0.001","32","0","38","0.001","41","0.001",""
"... 8479","24","0","28","0","20","0","23","0","22","0","23","0","30","0",""
"... 8482","120","0.002","132","0.002","127","0.002","133","0.002","101","0.002","117","0.002","111","0.002",""
"... 8483","144","0.002","141","0.002","149","0.002","141","0.002","136","0.002","125","0.002","150","0.002",""
"... 8484","153","0.002","107","0.002","128","0.002","119","0.002","110","0.002","120","0.002","128","0.002",""
"... 8486","87","0.001","109","0.002","112","0.002","111","0.002","88","0.001","98","0.001","143","0.002",""
"... 8487","110","0.002","81","0.001","74","0.001","92","0.001","75","0.001","77","0.001","86","0.001",""
"... 8488","287","0.004","262","0.004","243","0.004","275","0.004","245","0.004","259","0.004","245","0.004",""
"... 8489","27","0","30","0","27","0","30","0","34","0.001","29","0","31","0",""
"... 8492","111","0.002","106","0.002","99","0.001","107","0.002","94","0.001","101","0.001","99","0.001",""
"... 8493","83","0.001","64","0.001","65","0.001","58","0.001","61","0.001","86","0.001","78","0.001",""
"... 8494","141","0.002","131","0.002","144","0.002","131","0.002","129","0.002","145","0.002","132","0.002",""
"... 8495","7","0","8","0","3","0","8","0","9","0","8","0","8","0",""
"... 8496","48","0.001","35","0.001","40","0.001","43","0.001","49","0.001","40","0.001","52","0.001",""
"... 8497","39","0.001","35","0.001","41","0.001","42","0.001","41","0.001","53","0.001","47","0.001",""
"... 8498","52","0.001","41","0.001","44","0.001","42","0.001","30","0","55","0.001","41","0.001",""
"... 8499","8","0","16","0","12","0","9","0","10","0","8","0","13","0",""
"... 8500","38","0.001","39","0.001","48","0.001","29","0","32","0","44","0.001","44","0.001",""
"... 8505","4","0","1","0","1","0","2","0","1","0","1","0","2","0",""
"... 8506","1","0","3","0","1","0","1","0","1","0","1","0","0","0",""
"... 8507","0","0","0","0","2","0","1","0","1","0","1","0","1","0",""
"... 8508","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8512","1","0","5","0","1","0","0","0","1","0","0","0","1","0",""
"... 8514","0","0","0","0","0","0","2","0","1","0","0","0","0","0",""
"... 8522","2","0","1","0","1","0","0","0","1","0","3","0","3","0",""
"... 8523","35","0.001","51","0.001","51","0.001","45","0.001","50","0.001","46","0.001","40","0.001",""
"... 8524","0","0","3","0","2","0","6","0","4","0","3","0","2","0",""
"... 8525","3","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8526","2","0","1","0","3","0","4","0","0","0","1","0","1","0",""
"... 8532","3","0","1","0","2","0","3","0","6","0","1","0","1","0",""
"... 8535","1","0","2","0","1","0","2","0","1","0","0","0","1","0",""
"... 8536","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8537","1","0","2","0","3","0","0","0","3","0","2","0","1","0",""
"... 8542","138","0.002","120","0.002","122","0.002","140","0.002","161","0.002","138","0.002","152","0.002",""
"... 8543","39","0.001","28","0","23","0","30","0","25","0","33","0","32","0",""
"... 8544","14","0","18","0","17","0","18","0","19","0","24","0","19","0",""
"... 8545","113","0.002","100","0.001","101","0.002","115","0.002","112","0.002","146","0.002","124","0.002",""
"... 8546","12","0","12","0","13","0","8","0","13","0","9","0","8","0",""
"... 8547","2","0","7","0","4","0","6","0","5","0","1","0","4","0",""
"... 8548","35","0.001","23","0","28","0","36","0.001","33","0","16","0","33","0",""
"... 8552","7","0","3","0","2","0","3","0","2","0","4","0","2","0",""
"... 8553","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8554","1","0","1","0","0","0","1","0","0","0","1","0","0","0",""
"... 8555","2","0","3","0","4","0","6","0","4","0","3","0","0","0",""
"... 8556","4","0","0","0","2","0","2","0","4","0","0","0","1","0",""
"... 8558","1","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8560","1","0","0","0","1","0","0","0","1","0","1","0","1","0",""
"... 8561","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8564","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8566","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8570","6","0","15","0","8","0","6","0","5","0","11","0","8","0",""
"... 8572","2","0","2","0","1","0","1","0","1","0","0","0","1","0",""
"... 8573","1","0","1","0","0","0","1","0","1","0","1","0","0","0",""
"... 8574","0","0","0","0","2","0","0","0","1","0","0","0","0","0",""
"... 8575","0","0","1","0","4","0","5","0","3","0","2","0","1","0",""
"... 8577","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8580","6","0","9","0","8","0","2","0","6","0","4","0","6","0",""
"... 8582","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8583","4","0","0","0","1","0","2","0","2","0","0","0","4","0",""
"... 8585","1","0","0","0","0","0","1","0","1","0","2","0","1","0",""
"... 8586","1","0","1","0","1","0","1","0","0","0","0","0","2","0",""
"... 8587","1","0","1","0","2","0","0","0","1","0","1","0","0","0",""
"... 8588","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8589","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8590","3","0","0","0","3","0","3","0","5","0","1","0","5","0",""
"... 8592","0","0","0","0","1","0","0","0","2","0","0","0","2","0",""
"... 8595","0","0","1","0","1","0","1","0","1","0","0","0","0","0",""
"... 8596","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8597","2","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8598","1","0","4","0","0","0","0","0","0","0","0","0","2","0",""
"... 8600","1088","0.016","1067","0.016","1074","0.016","1090","0.016","1101","0.016","1176","0.017","1146","0.017",""
"... 8602","80","0.001","79","0.001","66","0.001","68","0.001","81","0.001","70","0.001","73","0.001",""
"... 8603","225","0.003","202","0.003","229","0.003","231","0.003","245","0.004","209","0.003","226","0.003",""
"... 8604","874","0.013","913","0.014","853","0.013","896","0.013","906","0.014","871","0.013","880","0.013",""
"... 8605","40","0.001","48","0.001","48","0.001","37","0.001","51","0.001","43","0.001","41","0.001",""
"... 8606","285","0.004","264","0.004","260","0.004","270","0.004","299","0.004","306","0.005","272","0.004",""
"... 8607","53","0.001","40","0.001","52","0.001","46","0.001","44","0.001","59","0.001","44","0.001",""
"... 8608","101","0.002","124","0.002","125","0.002","130","0.002","132","0.002","126","0.002","125","0.002",""
"... 8610","1239","0.019","1295","0.019","1237","0.018","1255","0.019","1301","0.019","1234","0.018","1264","0.019",""
"... 8614","41","0.001","37","0.001","51","0.001","39","0.001","61","0.001","50","0.001","34","0.001",""
"... 8615","29","0","28","0","27","0","25","0","33","0","37","0.001","19","0",""
"... 8616","39","0.001","36","0.001","45","0.001","51","0.001","38","0.001","41","0.001","41","0.001",""
"... 8617","152","0.002","162","0.002","182","0.003","140","0.002","157","0.002","165","0.002","155","0.002",""
"... 8618","218","0.003","230","0.003","205","0.003","230","0.003","246","0.004","245","0.004","222","0.003",""
"... 8620","847","0.013","876","0.013","901","0.013","905","0.014","848","0.013","852","0.013","875","0.013",""
"... 8621","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8622","4","0","6","0","5","0","8","0","10","0","7","0","7","0",""
"... 8623","408","0.006","346","0.005","416","0.006","413","0.006","435","0.006","429","0.006","408","0.006",""
"... 8624","75","0.001","96","0.001","93","0.001","78","0.001","98","0.001","79","0.001","84","0.001",""
"... 8625","231","0.003","230","0.003","229","0.003","247","0.004","250","0.004","239","0.004","248","0.004",""
"... 8626","47","0.001","34","0.001","34","0.001","36","0.001","36","0.001","34","0.001","34","0.001",""
"... 8627","154","0.002","157","0.002","152","0.002","133","0.002","136","0.002","122","0.002","131","0.002",""
"... 8630","618","0.009","666","0.01","626","0.009","625","0.009","646","0.01","595","0.009","599","0.009",""
"... 8632","181","0.003","189","0.003","204","0.003","183","0.003","159","0.002","177","0.003","174","0.003",""
"... 8633","138","0.002","104","0.002","113","0.002","132","0.002","136","0.002","126","0.002","125","0.002",""
"... 8634","388","0.006","352","0.005","395","0.006","345","0.005","347","0.005","384","0.006","393","0.006",""
"... 8635","122","0.002","140","0.002","129","0.002","123","0.002","111","0.002","144","0.002","125","0.002",""
"... 8636","414","0.006","449","0.007","448","0.007","424","0.006","395","0.006","450","0.007","417","0.006",""
"... 8637","98","0.001","111","0.002","95","0.001","113","0.002","121","0.002","92","0.001","93","0.001",""
"... 8638","4","0","2","0","2","0","2","0","2","0","6","0","3","0",""
"... 8640","21","0","13","0","10","0","25","0","19","0","25","0","13","0",""
"... 8645","17","0","24","0","27","0","23","0","37","0.001","26","0","28","0",""
"... 8646","1","0","3","0","3","0","2","0","2","0","2","0","3","0",""
"... 8698","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8700","310","0.005","345","0.005","330","0.005","314","0.005","328","0.005","314","0.005","325","0.005",""
"... 8702","170","0.003","160","0.002","147","0.002","142","0.002","145","0.002","158","0.002","139","0.002",""
"... 8703","127","0.002","117","0.002","115","0.002","132","0.002","119","0.002","108","0.002","94","0.001",""
"... 8704","112","0.002","137","0.002","139","0.002","139","0.002","122","0.002","144","0.002","122","0.002",""
"... 8706","343","0.005","366","0.005","404","0.006","360","0.005","308","0.005","370","0.005","364","0.005",""
"... 8707","190","0.003","159","0.002","182","0.003","185","0.003","202","0.003","193","0.003","186","0.003",""
"... 8708","317","0.005","337","0.005","307","0.005","334","0.005","323","0.005","326","0.005","286","0.004",""
"... 8712","396","0.006","406","0.006","349","0.005","375","0.006","378","0.006","369","0.005","379","0.006",""
"... 8713","131","0.002","83","0.001","107","0.002","111","0.002","89","0.001","89","0.001","110","0.002",""
"... 8714","18","0","14","0","11","0","8","0","18","0","11","0","22","0",""
"... 8715","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8716","4","0","2","0","6","0","3","0","5","0","4","0","4","0",""
"... 8717","0","0","2","0","1","0","0","0","0","0","2","0","2","0",""
"... 8718","2","0","0","0","2","0","2","0","3","0","1","0","5","0",""
"... 8721","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8722","6","0","5","0","5","0","3","0","4","0","6","0","7","0",""
"... 8723","2","0","3","0","3","0","1","0","0","0","0","0","1","0",""
"... 8725","2","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8727","0","0","0","0","1","0","1","0","3","0","0","0","1","0",""
"... 8730","5","0","4","0","10","0","5","0","10","0","8","0","13","0",""
"... 8732","0","0","1","0","2","0","2","0","3","0","2","0","3","0",""
"... 8733","6","0","9","0","10","0","7","0","14","0","8","0","13","0",""
"... 8734","3","0","4","0","2","0","5","0","1","0","3","0","5","0",""
"... 8735","8","0","4","0","1","0","5","0","2","0","3","0","4","0",""
"... 8737","2","0","0","0","5","0","7","0","2","0","3","0","1","0",""
"... 8738","1","0","0","0","0","0","0","0","2","0","1","0","2","0",""
"... 8739","2","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8741","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8750","5","0","3","0","2","0","5","0","1","0","4","0","2","0",""
"... 8752","0","0","2","0","4","0","2","0","2","0","1","0","1","0",""
"... 8753","3","0","4","0","7","0","2","0","7","0","2","0","4","0",""
"... 8754","2","0","0","0","0","0","0","0","1","0","3","0","0","0",""
"... 8755","1","0","1","0","2","0","1","0","1","0","3","0","0","0",""
"... 8756","0","0","1","0","0","0","2","0","3","0","3","0","2","0",""
"... 8757","2","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8758","1","0","1","0","0","0","0","0","1","0","1","0","0","0",""
"... 8762","2","0","1","0","1","0","2","0","1","0","1","0","0","0",""
"... 8765","0","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8766","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8767","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8772","1","0","1","0","1","0","0","0","0","0","2","0","0","0",""
"... 8773","0","0","0","0","1","0","3","0","0","0","1","0","1","0",""
"... 8774","1","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8775","1","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 8777","0","0","1","0","1","0","0","0","0","0","1","0","1","0",""
"... 8782","2","0","1","0","1","0","0","0","1","0","1","0","1","0",""
"... 8783","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","443","0.007","387","0.006","411","0.006","403","0.006","411","0.006","414","0.006","405","0.006",""
"... 8802","168","0.003","161","0.002","177","0.003","142","0.002","157","0.002","150","0.002","162","0.002",""
"... 8803","101","0.002","120","0.002","109","0.002","114","0.002","108","0.002","94","0.001","107","0.002",""
"... 8804","239","0.004","216","0.003","247","0.004","227","0.003","241","0.004","217","0.003","228","0.003",""
"... 8805","359","0.005","354","0.005","373","0.006","380","0.006","372","0.006","344","0.005","349","0.005",""
"... 8806","2","0","0","0","2","0","0","0","4","0","3","0","1","0",""
"... 8807","1","0","5","0","6","0","3","0","6","0","3","0","2","0",""
"... 8808","2","0","4","0","7","0","3","0","4","0","7","0","5","0",""
"... 8810","696","0.01","756","0.011","734","0.011","775","0.012","711","0.011","732","0.011","718","0.011",""
"... 8815","9","0","14","0","10","0","10","0","12","0","15","0","13","0",""
"... 8816","49","0.001","73","0.001","68","0.001","59","0.001","49","0.001","58","0.001","59","0.001",""
"... 8820","638","0.01","542","0.008","621","0.009","546","0.008","614","0.009","604","0.009","620","0.009",""
"... 8824","49","0.001","58","0.001","62","0.001","46","0.001","57","0.001","51","0.001","60","0.001",""
"... 8825","33","0","35","0.001","34","0.001","27","0","34","0.001","33","0","50","0.001",""
"... 8832","11","0","7","0","7","0","4","0","8","0","5","0","15","0",""
"... 8833","108","0.002","100","0.001","117","0.002","107","0.002","112","0.002","102","0.002","111","0.002",""
"... 8834","0","0","1","0","4","0","2","0","3","0","2","0","3","0",""
"... 8835","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8836","2","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 8840","11","0","11","0","4","0","6","0","5","0","5","0","8","0",""
"... 8841","0","0","0","0","1","0","1","0","1","0","0","0","0","0",""
"... 8842","1","0","0","0","2","0","2","0","2","0","2","0","2","0",""
"... 8843","0","0","1","0","0","0","1","0","1","0","0","0","0","0",""
"... 8844","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8845","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8846","0","0","2","0","2","0","2","0","1","0","1","0","0","0",""
"... 8847","1","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 8849","0","0","1","0","0","0","1","0","0","0","2","0","0","0",""
"... 8852","3","0","7","0","4","0","4","0","4","0","4","0","3","0",""
"... 8853","6","0","3","0","4","0","4","0","3","0","3","0","5","0",""
"... 8854","5","0","10","0","3","0","5","0","4","0","4","0","6","0",""
"... 8855","1","0","0","0","1","0","3","0","1","0","1","0","2","0",""
"... 8856","1","0","0","0","3","0","0","0","2","0","0","0","0","0",""
"... 8858","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8862","2","0","0","0","1","0","0","0","2","0","0","0","2","0",""
"... 8863","2","0","1","0","2","0","2","0","3","0","0","0","2","0",""
"... 8864","6","0","3","0","4","0","4","0","5","0","4","0","5","0",""
"... 8865","4","0","6","0","4","0","9","0","3","0","2","0","3","0",""
"... 8866","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 8867","2","0","1","0","3","0","3","0","1","0","0","0","1","0",""
"... 8868","0","0","2","0","0","0","1","0","0","0","1","0","1","0",""
"... 8872","3","0","0","0","2","0","0","0","1","0","2","0","0","0",""
"... 8873","2","0","1","0","0","0","1","0","0","0","0","0","1","0",""
"... 8877","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8880","3","0","2","0","4","0","4","0","2","0","6","0","0","0",""
"... 8881","0","0","1","0","0","0","0","0","1","0","0","0","1","0",""
"... 8882","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8885","0","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8887","2","0","5","0","4","0","1","0","0","0","2","0","2","0",""
"... 8889","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8890","2","0","3","0","1","0","2","0","0","0","5","0","1","0",""
"... 8892","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8895","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8897","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8898","0","0","3","0","0","0","1","0","0","0","1","0","1","0",""
"... 8902","460","0.007","477","0.007","470","0.007","458","0.007","473","0.007","462","0.007","487","0.007",""
"... 8903","194","0.003","211","0.003","179","0.003","211","0.003","208","0.003","206","0.003","211","0.003",""
"... 8904","34","0.001","23","0","36","0.001","27","0","32","0","29","0","32","0",""
"... 8905","3","0","5","0","3","0","0","0","3","0","1","0","7","0",""
"... 8906","145","0.002","160","0.002","148","0.002","165","0.002","144","0.002","155","0.002","167","0.002",""
"... 8907","108","0.002","95","0.001","111","0.002","101","0.002","97","0.001","117","0.002","85","0.001",""
"... 8908","139","0.002","95","0.001","99","0.001","144","0.002","102","0.002","132","0.002","124","0.002",""
"... 8909","36","0.001","55","0.001","44","0.001","51","0.001","54","0.001","56","0.001","50","0.001",""
"... 8910","508","0.008","498","0.007","516","0.008","490","0.007","515","0.008","496","0.007","523","0.008",""
"... 8911","18","0","22","0","31","0","21","0","24","0","32","0","31","0",""
"... 8912","221","0.003","227","0.003","224","0.003","188","0.003","242","0.004","231","0.003","235","0.003",""
"... 8913","84","0.001","74","0.001","80","0.001","112","0.002","74","0.001","84","0.001","78","0.001",""
"... 8914","36","0.001","42","0.001","35","0.001","41","0.001","42","0.001","44","0.001","44","0.001",""
"... 8915","77","0.001","92","0.001","79","0.001","83","0.001","89","0.001","74","0.001","83","0.001",""
"... 8916","6","0","4","0","5","0","4","0","7","0","4","0","3","0",""
"... 8917","5","0","5","0","3","0","4","0","3","0","1","0","2","0",""
"... 8918","1","0","2","0","2","0","4","0","1","0","1","0","1","0",""
"... 8919","1","0","2","0","1","0","0","0","0","0","0","0","2","0",""
"... 8925","22","0","16","0","21","0","20","0","27","0","27","0","22","0",""
"... 8926","34","0.001","35","0.001","37","0.001","25","0","27","0","26","0","27","0",""
"... 8932","159","0.002","145","0.002","151","0.002","145","0.002","151","0.002","167","0.002","169","0.002",""
"... 8933","25","0","19","0","22","0","24","0","24","0","32","0","21","0",""
"... 8934","57","0.001","49","0.001","58","0.001","58","0.001","75","0.001","60","0.001","80","0.001",""
"... 8942","122","0.002","118","0.002","126","0.002","123","0.002","112","0.002","105","0.002","134","0.002",""
"... 8951","203","0.003","196","0.003","194","0.003","194","0.003","190","0.003","195","0.003","199","0.003",""
"... 8952","1047","0.016","1039","0.016","1065","0.016","1043","0.016","1053","0.016","1054","0.016","1080","0.016",""
"... 8953","1685","0.025","1730","0.026","1674","0.025","1757","0.026","1756","0.026","1788","0.027","1735","0.026",""
"... 8954","179","0.003","151","0.002","163","0.002","167","0.003","150","0.002","163","0.002","182","0.003",""
"... 8955","65","0.001","76","0.001","64","0.001","70","0.001","69","0.001","79","0.001","68","0.001",""
"... 8956","2","0","4","0","3","0","2","0","2","0","5","0","4","0",""
"... 8957","39","0.001","49","0.001","35","0.001","38","0.001","34","0.001","44","0.001","55","0.001",""
"... 8962","10","0","6","0","8","0","5","0","6","0","6","0","7","0",""
"... 8964","8","0","20","0","14","0","10","0","20","0","16","0","16","0",""
"... 8965","6","0","6","0","10","0","8","0","10","0","9","0","14","0",""
"... 8966","5","0","1","0","2","0","6","0","1","0","4","0","4","0",""
"... 8967","3","0","6","0","9","0","5","0","6","0","4","0","5","0",""
"... 9082","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 9100","0","0","0","0","0","0","0","0","1","0","1","0","1","0",""
"... 9176","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 9200","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
