"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9082","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 9100","2","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 9176","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 9200","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 9433","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=694.061"
"... 1908","0","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 1912","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 1913","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 1914","1","0","0","0","0","0","2","0","2","0","1","0","0","0",""
"... 1915","1","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 1916","2","0","0","0","1","0","1","0","1","0","1","0","1","0",""
"... 1917","0","0","1","0","1","0","3","0","2","0","9","0","1","0",""
"... 1918","3","0","5","0","7","0","5","0","2","0","6","0","9","0",""
"... 1919","6","0","7","0","7","0","6","0","6","0","2","0","4","0",""
"... 1920","11","0","7","0","10","0","16","0","5","0","9","0","12","0",""
"... 1921","17","0","19","0","22","0","18","0","17","0","25","0","23","0",""
"... 1922","21","0","29","0","19","0","27","0","24","0","25","0","28","0",""
"... 1923","37","0.001","36","0.001","40","0.001","40","0.001","38","0.001","36","0.001","30","0",""
"... 1924","49","0.001","38","0.001","44","0.001","44","0.001","53","0.001","42","0.001","76","0.001",""
"... 1925","69","0.001","73","0.001","59","0.001","63","0.001","66","0.001","65","0.001","59","0.001",""
"... 1926","68","0.001","71","0.001","82","0.001","72","0.001","72","0.001","86","0.001","78","0.001",""
"... 1927","100","0.001","98","0.001","81","0.001","110","0.002","91","0.001","82","0.001","93","0.001",""
"... 1928","119","0.002","126","0.002","103","0.001","131","0.002","106","0.002","118","0.002","119","0.002",""
"... 1929","150","0.002","132","0.002","161","0.002","129","0.002","158","0.002","147","0.002","165","0.002",""
"... 1930","171","0.002","161","0.002","182","0.003","144","0.002","182","0.003","189","0.003","194","0.003",""
"... 1931","187","0.003","187","0.003","170","0.002","186","0.003","175","0.003","204","0.003","202","0.003",""
"... 1932","200","0.003","227","0.003","224","0.003","208","0.003","214","0.003","207","0.003","203","0.003",""
"... 1933","193","0.003","203","0.003","246","0.004","200","0.003","202","0.003","205","0.003","225","0.003",""
"... 1934","230","0.003","215","0.003","246","0.004","251","0.004","247","0.004","227","0.003","213","0.003",""
"... 1935","262","0.004","288","0.004","255","0.004","219","0.003","233","0.003","253","0.004","263","0.004",""
"... 1936","271","0.004","274","0.004","270","0.004","263","0.004","254","0.004","259","0.004","266","0.004",""
"... 1937","292","0.004","284","0.004","268","0.004","246","0.004","254","0.004","274","0.004","266","0.004",""
"... 1938","276","0.004","297","0.004","259","0.004","281","0.004","269","0.004","268","0.004","272","0.004",""
"... 1939","299","0.004","283","0.004","338","0.005","289","0.004","269","0.004","295","0.004","288","0.004",""
"... 1940","287","0.004","279","0.004","284","0.004","269","0.004","253","0.004","307","0.004","275","0.004",""
"... 1941","273","0.004","296","0.004","305","0.004","297","0.004","306","0.004","287","0.004","290","0.004",""
"... 1942","282","0.004","290","0.004","273","0.004","331","0.005","286","0.004","284","0.004","294","0.004",""
"... 1943","341","0.005","301","0.004","298","0.004","300","0.004","304","0.004","321","0.005","342","0.005",""
"... 1944","339","0.005","308","0.004","350","0.005","321","0.005","303","0.004","329","0.005","312","0.005",""
"... 1945","305","0.004","312","0.005","310","0.005","316","0.005","326","0.005","318","0.005","325","0.005",""
"... 1946","293","0.004","340","0.005","313","0.005","340","0.005","318","0.005","316","0.005","319","0.005",""
"... 1947","323","0.005","350","0.005","290","0.004","302","0.004","305","0.004","356","0.005","313","0.005",""
"... 1948","378","0.005","332","0.005","365","0.005","377","0.006","370","0.005","347","0.005","370","0.005",""
"... 1949","383","0.006","347","0.005","379","0.006","345","0.005","405","0.006","353","0.005","382","0.006",""
"... 1950","416","0.006","393","0.006","382","0.006","375","0.005","359","0.005","386","0.006","357","0.005",""
"... 1951","363","0.005","385","0.006","385","0.006","421","0.006","376","0.005","331","0.005","362","0.005",""
"... 1952","372","0.005","384","0.006","371","0.005","411","0.006","417","0.006","400","0.006","405","0.006",""
"... 1953","383","0.006","403","0.006","411","0.006","384","0.006","413","0.006","357","0.005","375","0.005",""
"... 1954","378","0.005","408","0.006","440","0.006","427","0.006","464","0.007","424","0.006","478","0.007",""
"... 1955","461","0.007","434","0.006","466","0.007","458","0.007","466","0.007","412","0.006","469","0.007",""
"... 1956","491","0.007","503","0.007","505","0.007","537","0.008","492","0.007","522","0.008","457","0.007",""
"... 1957","504","0.007","500","0.007","479","0.007","491","0.007","521","0.008","497","0.007","485","0.007",""
"... 1958","508","0.007","583","0.008","552","0.008","567","0.008","529","0.008","528","0.008","522","0.008",""
"... 1959","484","0.007","562","0.008","496","0.007","497","0.007","521","0.008","552","0.008","512","0.007",""
"... 1960","532","0.008","518","0.008","517","0.008","535","0.008","513","0.007","525","0.008","494","0.007",""
"... 1961","504","0.007","550","0.008","470","0.007","503","0.007","553","0.008","548","0.008","567","0.008",""
"... 1962","517","0.008","528","0.008","541","0.008","541","0.008","584","0.008","551","0.008","531","0.008",""
"... 1963","611","0.009","584","0.009","528","0.008","533","0.008","555","0.008","570","0.008","601","0.009",""
"... 1964","657","0.01","640","0.009","621","0.009","582","0.009","614","0.009","615","0.009","627","0.009",""
"... 1965","629","0.009","600","0.009","618","0.009","594","0.009","606","0.009","619","0.009","611","0.009",""
"... 1966","641","0.009","589","0.009","613","0.009","609","0.009","668","0.01","598","0.009","670","0.01",""
"... 1967","621","0.009","625","0.009","660","0.01","616","0.009","603","0.009","671","0.01","681","0.01",""
"... 1968","679","0.01","660","0.01","721","0.01","669","0.01","683","0.01","697","0.01","676","0.01",""
"... 1969","684","0.01","754","0.011","718","0.01","687","0.01","716","0.01","687","0.01","726","0.011",""
"... 1970","741","0.011","667","0.01","708","0.01","702","0.01","694","0.01","715","0.01","748","0.011",""
"... 1971","750","0.011","700","0.01","709","0.01","750","0.011","713","0.01","776","0.011","775","0.011",""
"... 1972","753","0.011","752","0.011","748","0.011","719","0.011","700","0.01","730","0.011","735","0.011",""
"... 1973","754","0.011","748","0.011","726","0.011","750","0.011","781","0.011","752","0.011","769","0.011",""
"... 1974","780","0.011","747","0.011","742","0.011","783","0.011","831","0.012","753","0.011","811","0.012",""
"... 1975","767","0.011","796","0.012","864","0.013","817","0.012","858","0.012","853","0.012","866","0.013",""
"... 1976","855","0.012","867","0.013","836","0.012","895","0.013","939","0.014","912","0.013","866","0.013",""
"... 1977","968","0.014","869","0.013","890","0.013","914","0.013","903","0.013","896","0.013","884","0.013",""
"... 1978","962","0.014","980","0.014","966","0.014","945","0.014","1007","0.015","1032","0.015","975","0.014",""
"... 1979","1035","0.015","998","0.015","960","0.014","994","0.015","1069","0.015","962","0.014","980","0.014",""
"... 1980","1113","0.016","1053","0.015","1056","0.015","1100","0.016","1037","0.015","1032","0.015","1104","0.016",""
"... 1981","1038","0.015","1024","0.015","1098","0.016","1080","0.016","1112","0.016","1149","0.017","1169","0.017",""
"... 1982","1138","0.017","1125","0.016","1139","0.017","1135","0.017","1063","0.015","1139","0.017","1088","0.016",""
"... 1983","1083","0.016","1090","0.016","1103","0.016","1096","0.016","1065","0.015","1042","0.015","1104","0.016",""
"... 1984","1109","0.016","1084","0.016","1170","0.017","1087","0.016","1144","0.017","1080","0.016","1109","0.016",""
"... 1985","1144","0.017","1074","0.016","1127","0.016","1106","0.016","1112","0.016","1110","0.016","1076","0.016",""
"... 1986","1115","0.016","1128","0.016","1121","0.016","1099","0.016","1074","0.016","1072","0.016","1121","0.016",""
"... 1987","1039","0.015","1135","0.017","1074","0.016","1073","0.016","1116","0.016","1115","0.016","1066","0.015",""
"... 1988","1100","0.016","1038","0.015","1014","0.015","1138","0.017","1069","0.015","1045","0.015","1092","0.016",""
"... 1989","1063","0.015","1025","0.015","1078","0.016","1078","0.016","1072","0.016","1099","0.016","1046","0.015",""
"... 1990","1093","0.016","1079","0.016","1094","0.016","1039","0.015","1074","0.016","1057","0.015","1073","0.016",""
"... 1991","1000","0.015","1064","0.016","1027","0.015","1052","0.015","1080","0.016","1090","0.016","1086","0.016",""
"... 1992","1075","0.016","1087","0.016","1088","0.016","1084","0.016","1066","0.015","1057","0.015","1113","0.016",""
"... 1993","1123","0.016","1118","0.016","1086","0.016","1033","0.015","1094","0.016","1070","0.016","1102","0.016",""
"... 1994","1095","0.016","1090","0.016","1105","0.016","1084","0.016","1130","0.016","1145","0.017","1092","0.016",""
"... 1995","1165","0.017","1156","0.017","1227","0.018","1180","0.017","1158","0.017","1147","0.017","1137","0.016",""
"... 1996","1200","0.017","1223","0.018","1214","0.018","1278","0.019","1222","0.018","1167","0.017","1134","0.016",""
"... 1997","1254","0.018","1246","0.018","1246","0.018","1211","0.018","1296","0.019","1318","0.019","1278","0.019",""
"... 1998","1332","0.019","1370","0.02","1375","0.02","1378","0.02","1352","0.02","1380","0.02","1368","0.02",""
"... 1999","1527","0.022","1578","0.023","1580","0.023","1508","0.022","1618","0.023","1580","0.023","1597","0.023",""
"... 2000","1878","0.027","1876","0.027","1776","0.026","1845","0.027","1804","0.026","1825","0.027","1783","0.026",""
"... 2001","2057","0.03","2130","0.031","2083","0.03","1994","0.029","2124","0.031","2047","0.03","2077","0.03",""
"... 2002","1881","0.027","1826","0.027","1884","0.027","1887","0.028","1929","0.028","1927","0.028","1912","0.028",""
"... 2003","768","0.011","777","0.011","844","0.012","761","0.011","741","0.011","781","0.011","737","0.011",""
"... 2004","751","0.011","782","0.011","779","0.011","684","0.01","745","0.011","789","0.011","742","0.011",""
"... 2005","780","0.011","799","0.012","761","0.011","782","0.011","784","0.011","772","0.011","762","0.011",""
"... 2006","817","0.012","825","0.012","815","0.012","762","0.011","767","0.011","789","0.011","812","0.012",""
"... 2007","794","0.012","807","0.012","860","0.013","864","0.013","813","0.012","798","0.012","788","0.011",""
"... 2008","826","0.012","894","0.013","812","0.012","824","0.012","858","0.012","832","0.012","885","0.013",""
"... 2009","791","0.012","820","0.012","835","0.012","797","0.012","855","0.012","821","0.012","834","0.012",""
"... 2010","780","0.011","870","0.013","845","0.012","871","0.013","857","0.012","857","0.012","829","0.012",""
"... 2011","869","0.013","907","0.013","856","0.012","846","0.012","878","0.013","910","0.013","832","0.012",""
"... 2012","1013","0.015","844","0.012","868","0.013","972","0.014","904","0.013","955","0.014","932","0.014",""
"... 2013","930","0.014","946","0.014","935","0.014","937","0.014","913","0.013","939","0.014","943","0.014",""
"... 2014","1017","0.015","939","0.014","990","0.014","972","0.014","991","0.014","943","0.014","998","0.014",""
"... 2015","1034","0.015","1014","0.015","1005","0.015","1056","0.015","1043","0.015","989","0.014","959","0.014",""
"... 2016","989","0.014","1014","0.015","1004","0.015","968","0.014","983","0.014","998","0.014","1003","0.015",""
"... 2017","980","0.014","927","0.014","919","0.013","929","0.014","926","0.013","933","0.014","953","0.014",""
"... 2018","976","0.014","958","0.014","958","0.014","938","0.014","955","0.014","961","0.014","963","0.014",""
"... 2019","764","0.011","742","0.011","711","0.01","725","0.011","753","0.011","765","0.011","773","0.011",""
"... 2020","206","0.003","199","0.003","205","0.003","210","0.003","203","0.003","204","0.003","186","0.003",""
