"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8966","3","0","3","0","3","0","4","0","5","0","3","0","2","0",""
"... 8967","5","0","3","0","5","0","5","0","5","0","5","0","10","0",""
"... 9082","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 9100","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 9176","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 9200","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 9433","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=736.769**"
"... 1908","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 1912","0","0","0","0","0","0","0","0","2","0","0","0","0","0",""
"... 1913","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 1914","2","0","0","0","2","0","0","0","1","0","1","0","0","0",""
"... 1915","0","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 1916","1","0","1","0","0","0","0","0","0","0","1","0","4","0",""
"... 1917","1","0","3","0","0","0","6","0","0","0","6","0","1","0",""
"... 1918","11","0","6","0","4","0","4","0","9","0","3","0","0","0",""
"... 1919","8","0","3","0","1","0","5","0","10","0","4","0","7","0",""
"... 1920","10","0","9","0","8","0","9","0","11","0","9","0","14","0",""
"... 1921","22","0","18","0","17","0","22","0","25","0","16","0","21","0",""
"... 1922","32","0","20","0","22","0","25","0","24","0","27","0","23","0",""
"... 1923","48","0.001","37","0.001","35","0.001","34","0","30","0","38","0.001","35","0.001",""
"... 1924","60","0.001","57","0.001","51","0.001","52","0.001","46","0.001","40","0.001","40","0.001",""
"... 1925","73","0.001","55","0.001","72","0.001","65","0.001","61","0.001","63","0.001","65","0.001",""
"... 1926","64","0.001","71","0.001","78","0.001","66","0.001","86","0.001","77","0.001","87","0.001",""
"... 1927","95","0.001","80","0.001","87","0.001","82","0.001","112","0.002","100","0.001","99","0.001",""
"... 1928","121","0.002","116","0.002","129","0.002","113","0.002","122","0.002","110","0.002","111","0.002",""
"... 1929","144","0.002","159","0.002","120","0.002","151","0.002","155","0.002","155","0.002","158","0.002",""
"... 1930","191","0.003","169","0.002","182","0.003","165","0.002","171","0.002","172","0.003","173","0.003",""
"... 1931","184","0.003","217","0.003","202","0.003","190","0.003","177","0.003","171","0.003","170","0.002",""
"... 1932","195","0.003","234","0.003","211","0.003","212","0.003","236","0.003","186","0.003","209","0.003",""
"... 1933","200","0.003","222","0.003","182","0.003","242","0.004","215","0.003","194","0.003","219","0.003",""
"... 1934","249","0.004","205","0.003","233","0.003","209","0.003","269","0.004","236","0.003","228","0.003",""
"... 1935","233","0.003","253","0.004","240","0.003","269","0.004","263","0.004","247","0.004","268","0.004",""
"... 1936","252","0.004","264","0.004","270","0.004","253","0.004","293","0.004","271","0.004","254","0.004",""
"... 1937","262","0.004","274","0.004","271","0.004","274","0.004","272","0.004","254","0.004","277","0.004",""
"... 1938","273","0.004","288","0.004","279","0.004","280","0.004","267","0.004","271","0.004","264","0.004",""
"... 1939","287","0.004","307","0.004","288","0.004","294","0.004","307","0.004","289","0.004","289","0.004",""
"... 1940","271","0.004","287","0.004","284","0.004","275","0.004","285","0.004","301","0.004","251","0.004",""
"... 1941","297","0.004","296","0.004","328","0.005","297","0.004","271","0.004","273","0.004","292","0.004",""
"... 1942","301","0.004","283","0.004","272","0.004","269","0.004","316","0.005","303","0.004","296","0.004",""
"... 1943","329","0.005","294","0.004","310","0.005","334","0.005","307","0.004","320","0.005","313","0.005",""
"... 1944","330","0.005","310","0.004","344","0.005","320","0.005","326","0.005","317","0.005","315","0.005",""
"... 1945","333","0.005","292","0.004","323","0.005","290","0.004","334","0.005","311","0.005","329","0.005",""
"... 1946","304","0.004","324","0.005","318","0.005","334","0.005","328","0.005","325","0.005","306","0.004",""
"... 1947","321","0.005","316","0.005","282","0.004","336","0.005","348","0.005","309","0.005","327","0.005",""
"... 1948","332","0.005","365","0.005","386","0.006","345","0.005","356","0.005","370","0.005","385","0.006",""
"... 1949","370","0.005","384","0.006","348","0.005","342","0.005","345","0.005","394","0.006","411","0.006",""
"... 1950","377","0.006","388","0.006","366","0.005","388","0.006","344","0.005","404","0.006","401","0.006",""
"... 1951","356","0.005","376","0.005","384","0.006","404","0.006","357","0.005","373","0.005","373","0.005",""
"... 1952","352","0.005","403","0.006","405","0.006","423","0.006","414","0.006","379","0.006","384","0.006",""
"... 1953","354","0.005","411","0.006","385","0.006","402","0.006","417","0.006","373","0.005","384","0.006",""
"... 1954","446","0.007","392","0.006","418","0.006","468","0.007","454","0.007","428","0.006","413","0.006",""
"... 1955","442","0.006","478","0.007","440","0.006","470","0.007","445","0.006","429","0.006","462","0.007",""
"... 1956","484","0.007","522","0.008","531","0.008","464","0.007","527","0.008","471","0.007","508","0.007",""
"... 1957","490","0.007","517","0.007","480","0.007","490","0.007","518","0.007","512","0.007","470","0.007",""
"... 1958","516","0.008","582","0.008","553","0.008","473","0.007","572","0.008","574","0.008","519","0.008",""
"... 1959","472","0.007","518","0.007","544","0.008","537","0.008","542","0.008","521","0.008","490","0.007",""
"... 1960","519","0.008","504","0.007","565","0.008","517","0.008","515","0.007","496","0.007","518","0.008",""
"... 1961","531","0.008","554","0.008","540","0.008","519","0.008","556","0.008","501","0.007","494","0.007",""
"... 1962","545","0.008","525","0.008","547","0.008","558","0.008","579","0.008","526","0.008","513","0.007",""
"... 1963","575","0.008","544","0.008","585","0.009","579","0.008","570","0.008","565","0.008","564","0.008",""
"... 1964","577","0.008","636","0.009","605","0.009","593","0.009","674","0.01","648","0.009","623","0.009",""
"... 1965","600","0.009","578","0.008","643","0.009","611","0.009","619","0.009","644","0.009","582","0.008",""
"... 1966","596","0.009","680","0.01","603","0.009","657","0.01","613","0.009","652","0.01","587","0.009",""
"... 1967","618","0.009","645","0.009","641","0.009","678","0.01","626","0.009","634","0.009","635","0.009",""
"... 1968","682","0.01","688","0.01","689","0.01","680","0.01","695","0.01","676","0.01","675","0.01",""
"... 1969","695","0.01","695","0.01","683","0.01","721","0.01","759","0.011","745","0.011","674","0.01",""
"... 1970","676","0.01","738","0.011","702","0.01","676","0.01","736","0.011","710","0.01","737","0.011",""
"... 1971","750","0.011","745","0.011","738","0.011","731","0.011","719","0.01","759","0.011","731","0.011",""
"... 1972","755","0.011","740","0.011","717","0.01","704","0.01","713","0.01","779","0.011","729","0.011",""
"... 1973","802","0.012","682","0.01","721","0.01","780","0.011","762","0.011","777","0.011","756","0.011",""
"... 1974","788","0.012","720","0.01","806","0.012","782","0.011","797","0.012","774","0.011","780","0.011",""
"... 1975","838","0.012","841","0.012","819","0.012","809","0.012","830","0.012","860","0.013","824","0.012",""
"... 1976","874","0.013","887","0.013","907","0.013","884","0.013","917","0.013","834","0.012","867","0.013",""
"... 1977","933","0.014","878","0.013","896","0.013","879","0.013","949","0.014","866","0.013","923","0.013",""
"... 1978","996","0.015","976","0.014","967","0.014","1011","0.015","965","0.014","967","0.014","985","0.014",""
"... 1979","1026","0.015","1032","0.015","955","0.014","991","0.014","968","0.014","990","0.014","1036","0.015",""
"... 1980","1055","0.015","1042","0.015","1080","0.016","1071","0.016","1110","0.016","1060","0.015","1077","0.016",""
"... 1981","1035","0.015","1144","0.017","1106","0.016","1045","0.015","1119","0.016","1082","0.016","1139","0.017",""
"... 1982","1087","0.016","1088","0.016","1172","0.017","1189","0.017","1097","0.016","1088","0.016","1106","0.016",""
"... 1983","1068","0.016","1079","0.016","1131","0.016","1078","0.016","1039","0.015","1073","0.016","1115","0.016",""
"... 1984","1120","0.016","1087","0.016","1072","0.016","1151","0.017","1137","0.016","1070","0.016","1146","0.017",""
"... 1985","1100","0.016","1078","0.016","1153","0.017","1157","0.017","1127","0.016","1072","0.016","1062","0.015",""
"... 1986","1135","0.017","1052","0.015","1140","0.017","1033","0.015","1054","0.015","1181","0.017","1135","0.017",""
"... 1987","1056","0.015","1115","0.016","1088","0.016","1052","0.015","1068","0.015","1107","0.016","1132","0.016",""
"... 1988","1082","0.016","1026","0.015","1052","0.015","1080","0.016","1074","0.016","1060","0.015","1122","0.016",""
"... 1989","1045","0.015","1128","0.016","1090","0.016","1017","0.015","1058","0.015","1043","0.015","1080","0.016",""
"... 1990","1088","0.016","1096","0.016","1045","0.015","1043","0.015","1078","0.016","1062","0.016","1097","0.016",""
"... 1991","1058","0.015","1016","0.015","1083","0.016","1055","0.015","1063","0.015","1055","0.015","1069","0.016",""
"... 1992","1085","0.016","1116","0.016","1105","0.016","1072","0.016","1069","0.015","1042","0.015","1081","0.016",""
"... 1993","1140","0.017","1058","0.015","1119","0.016","1077","0.016","1068","0.015","1108","0.016","1056","0.015",""
"... 1994","1115","0.016","1079","0.016","1127","0.016","1142","0.017","1152","0.017","1066","0.016","1060","0.015",""
"... 1995","1176","0.017","1177","0.017","1165","0.017","1165","0.017","1199","0.017","1143","0.017","1145","0.017",""
"... 1996","1237","0.018","1181","0.017","1242","0.018","1134","0.017","1194","0.017","1155","0.017","1295","0.019",""
"... 1997","1279","0.019","1263","0.018","1202","0.017","1316","0.019","1273","0.018","1293","0.019","1223","0.018",""
"... 1998","1369","0.02","1390","0.02","1401","0.02","1357","0.02","1402","0.02","1306","0.019","1330","0.019",""
"... 1999","1584","0.023","1580","0.023","1590","0.023","1506","0.022","1612","0.023","1565","0.023","1551","0.023",""
"... 2000","1812","0.027","1890","0.027","1773","0.026","1776","0.026","1824","0.026","1849","0.027","1863","0.027",""
"... 2001","2115","0.031","2114","0.031","1996","0.029","2058","0.03","2089","0.03","2045","0.03","2095","0.03",""
"... 2002","1926","0.028","1995","0.029","1875","0.027","1860","0.027","1936","0.028","1889","0.028","1765","0.026",""
"... 2003","747","0.011","783","0.011","755","0.011","821","0.012","817","0.012","728","0.011","758","0.011",""
"... 2004","782","0.011","789","0.011","727","0.011","809","0.012","720","0.01","725","0.011","720","0.01",""
"... 2005","739","0.011","803","0.012","799","0.012","793","0.012","757","0.011","760","0.011","789","0.011",""
"... 2006","840","0.012","805","0.012","765","0.011","799","0.012","798","0.012","783","0.011","797","0.012",""
"... 2007","772","0.011","791","0.011","821","0.012","827","0.012","822","0.012","838","0.012","853","0.012",""
"... 2008","823","0.012","941","0.014","779","0.011","870","0.013","798","0.012","863","0.013","857","0.012",""
"... 2009","808","0.012","816","0.012","809","0.012","819","0.012","832","0.012","835","0.012","834","0.012",""
"... 2010","853","0.012","879","0.013","840","0.012","862","0.013","840","0.012","807","0.012","828","0.012",""
"... 2011","886","0.013","865","0.013","887","0.013","894","0.013","823","0.012","888","0.013","855","0.012",""
"... 2012","890","0.013","907","0.013","935","0.014","893","0.013","938","0.014","951","0.014","974","0.014",""
"... 2013","879","0.013","942","0.014","894","0.013","1006","0.015","978","0.014","928","0.014","916","0.013",""
"... 2014","956","0.014","963","0.014","1011","0.015","935","0.014","980","0.014","977","0.014","1028","0.015",""
"... 2015","981","0.014","1052","0.015","1037","0.015","1004","0.015","1004","0.014","1010","0.015","1012","0.015",""
"... 2016","935","0.014","1026","0.015","995","0.014","1018","0.015","941","0.014","1060","0.015","984","0.014",""
"... 2017","900","0.013","950","0.014","948","0.014","971","0.014","936","0.014","923","0.013","939","0.014",""
"... 2018","943","0.014","946","0.014","975","0.014","987","0.014","937","0.014","932","0.014","989","0.014",""
"... 2019","723","0.011","787","0.011","743","0.011","728","0.011","757","0.011","750","0.011","745","0.011",""
"... 2020","200","0.003","184","0.003","220","0.003","199","0.003","204","0.003","191","0.003","215","0.003",""
