"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8280","15","0","9","0","8","0","12","0","7","0","10","0","9","0",""
"... 8301","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8302","1104","0.017","1109","0.017","1114","0.017","1129","0.017","1080","0.016","1186","0.018","1117","0.017",""
"... 8303","480","0.007","480","0.007","486","0.007","474","0.007","507","0.008","498","0.007","487","0.007",""
"... 8304","648","0.01","635","0.01","698","0.01","672","0.01","654","0.01","631","0.009","640","0.01",""
"... 8305","372","0.006","353","0.005","355","0.005","318","0.005","321","0.005","341","0.005","348","0.005",""
"... 8306","232","0.003","247","0.004","199","0.003","239","0.004","268","0.004","229","0.003","259","0.004",""
"... 8307","675","0.01","687","0.01","662","0.01","706","0.011","714","0.011","697","0.01","635","0.009",""
"... 8308","161","0.002","166","0.002","166","0.002","175","0.003","146","0.002","148","0.002","170","0.003",""
"... 8309","185","0.003","169","0.003","138","0.002","164","0.002","183","0.003","180","0.003","143","0.002",""
"... 8310","75","0.001","62","0.001","61","0.001","74","0.001","71","0.001","61","0.001","51","0.001",""
"... 8311","46","0.001","42","0.001","40","0.001","48","0.001","42","0.001","54","0.001","43","0.001",""
"... 8312","23","0","34","0.001","17","0","34","0.001","26","0","23","0","41","0.001",""
"... 8314","11","0","9","0","8","0","2","0","18","0","7","0","7","0",""
"... 8315","20","0","17","0","17","0","26","0","31","0","18","0","26","0",""
"... 8317","94","0.001","111","0.002","96","0.001","77","0.001","92","0.001","73","0.001","102","0.002",""
"... 8320","257","0.004","261","0.004","240","0.004","239","0.004","267","0.004","259","0.004","261","0.004",""
"... 8322","26","0","23","0","10","0","22","0","17","0","19","0","21","0",""
"... 8330","517","0.008","465","0.007","485","0.007","475","0.007","493","0.007","493","0.007","497","0.007",""
"... 8331","23","0","13","0","17","0","19","0","22","0","22","0","27","0",""
"... 8332","103","0.002","128","0.002","105","0.002","118","0.002","122","0.002","128","0.002","124","0.002",""
"... 8335","103","0.002","126","0.002","111","0.002","137","0.002","112","0.002","117","0.002","135","0.002",""
"... 8340","453","0.007","471","0.007","439","0.007","455","0.007","441","0.007","477","0.007","438","0.007",""
"... 8342","29","0","30","0","24","0","19","0","26","0","22","0","23","0",""
"... 8344","153","0.002","155","0.002","169","0.003","173","0.003","153","0.002","159","0.002","152","0.002",""
"... 8345","41","0.001","54","0.001","29","0","49","0.001","48","0.001","47","0.001","39","0.001",""
"... 8352","166","0.002","151","0.002","136","0.002","158","0.002","135","0.002","163","0.002","156","0.002",""
"... 8353","177","0.003","188","0.003","212","0.003","193","0.003","160","0.002","187","0.003","187","0.003",""
"... 8354","19","0","22","0","21","0","24","0","18","0","21","0","24","0",""
"... 8355","22","0","16","0","17","0","19","0","23","0","23","0","27","0",""
"... 8356","0","0","1","0","2","0","0","0","1","0","0","0","1","0",""
"... 8357","4","0","1","0","5","0","3","0","2","0","3","0","2","0",""
"... 8360","14","0","5","0","10","0","14","0","4","0","15","0","11","0",""
"... 8361","0","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8362","3","0","4","0","4","0","3","0","4","0","3","0","4","0",""
"... 8363","4","0","5","0","2","0","4","0","5","0","4","0","8","0",""
"... 8370","5","0","3","0","7","0","6","0","3","0","6","0","3","0",""
"... 8372","0","0","1","0","2","0","1","0","0","0","0","0","1","0",""
"... 8374","4","0","4","0","4","0","5","0","4","0","1","0","2","0",""
"... 8376","2","0","2","0","0","0","1","0","1","0","1","0","0","0",""
"... 8400","1968","0.029","2062","0.031","2049","0.031","2030","0.03","2026","0.03","2039","0.03","2066","0.031",""
"... 8402","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8403","59","0.001","63","0.001","64","0.001","63","0.001","61","0.001","53","0.001","47","0.001",""
"... 8404","1130","0.017","1201","0.018","1175","0.018","1109","0.017","1161","0.017","1181","0.018","1175","0.017",""
"... 8405","935","0.014","1008","0.015","952","0.014","952","0.014","1012","0.015","956","0.014","987","0.015",""
"... 8406","875","0.013","868","0.013","846","0.013","794","0.012","917","0.014","827","0.012","862","0.013",""
"... 8408","982","0.015","971","0.015","1018","0.015","962","0.014","948","0.014","958","0.014","982","0.015",""
"... 8409","154","0.002","172","0.003","187","0.003","170","0.003","184","0.003","199","0.003","199","0.003",""
"... 8411","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8412","40","0.001","36","0.001","32","0","35","0.001","44","0.001","40","0.001","36","0.001",""
"... 8413","170","0.003","139","0.002","154","0.002","143","0.002","163","0.002","133","0.002","155","0.002",""
"... 8414","30","0","31","0","30","0","17","0","46","0.001","28","0","23","0",""
"... 8415","12","0","13","0","10","0","7","0","10","0","11","0","14","0",""
"... 8416","37","0.001","45","0.001","43","0.001","56","0.001","52","0.001","62","0.001","69","0.001",""
"... 8418","35","0.001","21","0","32","0","25","0","33","0","42","0.001","35","0.001",""
"... 8421","14","0","15","0","18","0","22","0","20","0","19","0","26","0",""
"... 8422","186","0.003","174","0.003","190","0.003","184","0.003","196","0.003","190","0.003","165","0.002",""
"... 8424","532","0.008","466","0.007","504","0.008","473","0.007","480","0.007","519","0.008","480","0.007",""
"... 8425","37","0.001","34","0.001","36","0.001","33","0","29","0","32","0","31","0",""
"... 8426","72","0.001","67","0.001","63","0.001","61","0.001","68","0.001","70","0.001","64","0.001",""
"... 8427","237","0.004","205","0.003","221","0.003","234","0.003","214","0.003","231","0.003","226","0.003",""
"... 8428","14","0","17","0","15","0","11","0","18","0","18","0","16","0",""
"... 8442","109","0.002","104","0.002","86","0.001","96","0.001","115","0.002","88","0.001","104","0.002",""
"... 8444","70","0.001","65","0.001","84","0.001","93","0.001","68","0.001","56","0.001","74","0.001",""
"... 8447","52","0.001","43","0.001","48","0.001","52","0.001","54","0.001","58","0.001","48","0.001",""
"... 8450","54","0.001","65","0.001","72","0.001","76","0.001","67","0.001","70","0.001","61","0.001",""
"... 8451","65","0.001","56","0.001","46","0.001","49","0.001","56","0.001","52","0.001","56","0.001",""
"... 8452","20","0","18","0","12","0","26","0","14","0","22","0","29","0",""
"... 8453","6","0","2","0","3","0","4","0","4","0","8","0","2","0",""
"... 8454","0","0","0","0","1","0","1","0","2","0","1","0","0","0",""
"... 8455","0","0","0","0","2","0","0","0","3","0","0","0","0","0",""
"... 8457","8","0","10","0","12","0","10","0","9","0","9","0","6","0",""
"... 8458","19","0","15","0","19","0","17","0","12","0","17","0","20","0",""
"... 8459","15","0","12","0","13","0","9","0","7","0","12","0","15","0",""
"... 8460","61","0.001","58","0.001","61","0.001","62","0.001","73","0.001","65","0.001","53","0.001",""
"... 8461","17","0","11","0","12","0","15","0","16","0","6","0","10","0",""
"... 8462","42","0.001","47","0.001","54","0.001","52","0.001","47","0.001","43","0.001","40","0.001",""
"... 8463","24","0","29","0","23","0","26","0","25","0","25","0","30","0",""
"... 8464","3","0","0","0","2","0","0","0","1","0","1","0","1","0",""
"... 8465","14","0","15","0","15","0","10","0","10","0","17","0","9","0",""
"... 8466","20","0","16","0","20","0","25","0","24","0","17","0","21","0",""
"... 8467","16","0","13","0","18","0","19","0","13","0","15","0","12","0",""
"... 8468","18","0","21","0","18","0","24","0","26","0","13","0","20","0",""
"... 8471","39","0.001","33","0","30","0","26","0","37","0.001","28","0","28","0",""
"... 8472","241","0.004","239","0.004","224","0.003","251","0.004","273","0.004","218","0.003","240","0.004",""
"... 8474","49","0.001","60","0.001","40","0.001","43","0.001","44","0.001","59","0.001","55","0.001",""
"... 8475","63","0.001","80","0.001","62","0.001","76","0.001","84","0.001","73","0.001","70","0.001",""
"... 8476","33","0","35","0.001","25","0","30","0","32","0","35","0.001","36","0.001",""
"... 8477","38","0.001","32","0","34","0.001","40","0.001","38","0.001","40","0.001","38","0.001",""
"... 8478","27","0","33","0","36","0.001","40","0.001","36","0.001","42","0.001","31","0",""
"... 8479","22","0","28","0","25","0","30","0","18","0","25","0","22","0",""
"... 8482","114","0.002","126","0.002","131","0.002","122","0.002","113","0.002","128","0.002","107","0.002",""
"... 8483","147","0.002","142","0.002","147","0.002","121","0.002","136","0.002","142","0.002","151","0.002",""
"... 8484","135","0.002","120","0.002","124","0.002","112","0.002","124","0.002","102","0.002","148","0.002",""
"... 8486","97","0.001","82","0.001","122","0.002","109","0.002","117","0.002","111","0.002","110","0.002",""
"... 8487","92","0.001","84","0.001","100","0.001","87","0.001","68","0.001","79","0.001","85","0.001",""
"... 8488","249","0.004","271","0.004","265","0.004","264","0.004","269","0.004","248","0.004","250","0.004",""
"... 8489","34","0.001","23","0","23","0","18","0","32","0","44","0.001","34","0.001",""
"... 8492","96","0.001","86","0.001","86","0.001","119","0.002","117","0.002","99","0.001","114","0.002",""
"... 8493","67","0.001","61","0.001","82","0.001","81","0.001","58","0.001","77","0.001","69","0.001",""
"... 8494","123","0.002","142","0.002","136","0.002","140","0.002","120","0.002","139","0.002","153","0.002",""
"... 8495","11","0","9","0","10","0","5","0","4","0","6","0","6","0",""
"... 8496","40","0.001","46","0.001","44","0.001","38","0.001","47","0.001","52","0.001","40","0.001",""
"... 8497","40","0.001","38","0.001","50","0.001","36","0.001","43","0.001","41","0.001","50","0.001",""
"... 8498","50","0.001","43","0.001","44","0.001","39","0.001","45","0.001","45","0.001","39","0.001",""
"... 8499","10","0","12","0","13","0","12","0","10","0","8","0","11","0",""
"... 8500","36","0.001","32","0","46","0.001","46","0.001","33","0","47","0.001","34","0.001",""
"... 8505","3","0","0","0","2","0","2","0","3","0","1","0","1","0",""
"... 8506","1","0","1","0","1","0","2","0","1","0","2","0","0","0",""
"... 8507","2","0","0","0","0","0","1","0","3","0","0","0","0","0",""
"... 8508","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8512","2","0","1","0","1","0","2","0","1","0","1","0","1","0",""
"... 8514","0","0","0","0","1","0","0","0","1","0","1","0","0","0",""
"... 8522","1","0","2","0","2","0","0","0","4","0","2","0","0","0",""
"... 8523","57","0.001","48","0.001","39","0.001","50","0.001","35","0.001","45","0.001","44","0.001",""
"... 8524","2","0","3","0","4","0","3","0","2","0","5","0","1","0",""
"... 8525","1","0","0","0","2","0","1","0","0","0","1","0","0","0",""
"... 8526","1","0","1","0","2","0","1","0","2","0","2","0","3","0",""
"... 8532","4","0","4","0","4","0","2","0","1","0","2","0","0","0",""
"... 8535","0","0","4","0","2","0","2","0","0","0","0","0","0","0",""
"... 8536","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8537","1","0","2","0","4","0","3","0","1","0","1","0","0","0",""
"... 8542","126","0.002","133","0.002","132","0.002","132","0.002","153","0.002","168","0.002","127","0.002",""
"... 8543","28","0","28","0","30","0","28","0","35","0.001","28","0","33","0",""
"... 8544","22","0","18","0","17","0","23","0","17","0","12","0","20","0",""
"... 8545","110","0.002","132","0.002","126","0.002","113","0.002","113","0.002","112","0.002","105","0.002",""
"... 8546","9","0","11","0","12","0","7","0","17","0","9","0","10","0",""
"... 8547","6","0","5","0","1","0","7","0","2","0","2","0","6","0",""
"... 8548","17","0","27","0","28","0","27","0","36","0.001","36","0.001","33","0",""
"... 8552","5","0","3","0","3","0","3","0","6","0","2","0","1","0",""
"... 8553","0","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8554","0","0","0","0","0","0","0","0","0","0","3","0","1","0",""
"... 8555","2","0","2","0","3","0","4","0","2","0","1","0","8","0",""
"... 8556","2","0","2","0","1","0","3","0","1","0","3","0","1","0",""
"... 8558","1","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8560","2","0","0","0","0","0","0","0","3","0","0","0","0","0",""
"... 8561","0","0","0","0","0","0","0","0","0","0","0","0","2","0",""
"... 8564","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8566","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8570","11","0","10","0","9","0","8","0","8","0","3","0","10","0",""
"... 8572","0","0","1","0","1","0","1","0","1","0","1","0","3","0",""
"... 8573","1","0","1","0","0","0","1","0","2","0","0","0","0","0",""
"... 8574","1","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8575","3","0","4","0","1","0","4","0","2","0","2","0","0","0",""
"... 8577","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8580","6","0","5","0","7","0","4","0","9","0","7","0","3","0",""
"... 8582","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8583","2","0","1","0","1","0","1","0","6","0","1","0","1","0",""
"... 8585","1","0","1","0","0","0","1","0","0","0","1","0","2","0",""
"... 8586","1","0","0","0","2","0","0","0","1","0","1","0","1","0",""
"... 8587","0","0","0","0","1","0","2","0","2","0","0","0","1","0",""
"... 8588","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8589","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8590","4","0","4","0","1","0","1","0","5","0","1","0","4","0",""
"... 8592","2","0","0","0","0","0","1","0","0","0","2","0","0","0",""
"... 8595","1","0","1","0","0","0","0","0","0","0","0","0","2","0",""
"... 8596","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8597","1","0","1","0","0","0","0","0","0","0","0","0","2","0",""
"... 8598","1","0","1","0","3","0","0","0","0","0","2","0","0","0",""
"... 8600","1078","0.016","1089","0.016","1083","0.016","1162","0.017","1120","0.017","1130","0.017","1080","0.016",""
"... 8602","75","0.001","61","0.001","85","0.001","67","0.001","75","0.001","76","0.001","78","0.001",""
"... 8603","225","0.003","232","0.003","230","0.003","206","0.003","219","0.003","228","0.003","227","0.003",""
"... 8604","828","0.012","889","0.013","897","0.013","914","0.014","880","0.013","879","0.013","906","0.013",""
"... 8605","44","0.001","53","0.001","39","0.001","44","0.001","43","0.001","38","0.001","47","0.001",""
"... 8606","282","0.004","274","0.004","287","0.004","269","0.004","279","0.004","306","0.005","259","0.004",""
"... 8607","47","0.001","50","0.001","59","0.001","49","0.001","43","0.001","50","0.001","40","0.001",""
"... 8608","97","0.001","129","0.002","118","0.002","120","0.002","130","0.002","133","0.002","136","0.002",""
"... 8610","1266","0.019","1265","0.019","1294","0.019","1261","0.019","1230","0.018","1253","0.019","1256","0.019",""
"... 8614","46","0.001","48","0.001","35","0.001","43","0.001","42","0.001","43","0.001","56","0.001",""
"... 8615","25","0","29","0","26","0","28","0","29","0","24","0","37","0.001",""
"... 8616","43","0.001","45","0.001","36","0.001","42","0.001","41","0.001","36","0.001","48","0.001",""
"... 8617","183","0.003","143","0.002","181","0.003","146","0.002","142","0.002","155","0.002","163","0.002",""
"... 8618","227","0.003","228","0.003","200","0.003","235","0.004","233","0.003","240","0.004","233","0.003",""
"... 8620","875","0.013","797","0.012","899","0.013","936","0.014","880","0.013","825","0.012","892","0.013",""
"... 8621","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8622","7","0","9","0","7","0","3","0","9","0","4","0","8","0",""
"... 8623","406","0.006","410","0.006","397","0.006","388","0.006","419","0.006","421","0.006","414","0.006",""
"... 8624","87","0.001","74","0.001","86","0.001","81","0.001","87","0.001","91","0.001","97","0.001",""
"... 8625","236","0.004","244","0.004","255","0.004","237","0.004","232","0.003","236","0.004","234","0.003",""
"... 8626","38","0.001","31","0","37","0.001","34","0.001","43","0.001","37","0.001","35","0.001",""
"... 8627","151","0.002","131","0.002","136","0.002","141","0.002","141","0.002","146","0.002","139","0.002",""
"... 8630","611","0.009","605","0.009","636","0.01","649","0.01","616","0.009","600","0.009","658","0.01",""
"... 8632","189","0.003","169","0.003","183","0.003","186","0.003","181","0.003","194","0.003","165","0.002",""
"... 8633","109","0.002","143","0.002","122","0.002","126","0.002","118","0.002","131","0.002","125","0.002",""
"... 8634","363","0.005","356","0.005","353","0.005","393","0.006","374","0.006","392","0.006","373","0.006",""
"... 8635","127","0.002","133","0.002","137","0.002","114","0.002","120","0.002","135","0.002","128","0.002",""
"... 8636","430","0.006","421","0.006","431","0.006","456","0.007","435","0.006","411","0.006","413","0.006",""
"... 8637","114","0.002","105","0.002","104","0.002","121","0.002","87","0.001","84","0.001","108","0.002",""
"... 8638","3","0","3","0","1","0","2","0","10","0","0","0","2","0",""
"... 8640","21","0","21","0","17","0","13","0","21","0","19","0","14","0",""
"... 8645","30","0","29","0","25","0","27","0","28","0","16","0","27","0",""
"... 8646","2","0","3","0","5","0","1","0","2","0","2","0","1","0",""
"... 8698","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8700","337","0.005","312","0.005","308","0.005","350","0.005","311","0.005","328","0.005","320","0.005",""
"... 8702","156","0.002","158","0.002","135","0.002","158","0.002","141","0.002","169","0.003","144","0.002",""
"... 8703","132","0.002","98","0.001","116","0.002","114","0.002","118","0.002","122","0.002","112","0.002",""
"... 8704","114","0.002","133","0.002","132","0.002","126","0.002","135","0.002","128","0.002","147","0.002",""
"... 8706","369","0.006","339","0.005","355","0.005","370","0.006","353","0.005","342","0.005","387","0.006",""
"... 8707","211","0.003","185","0.003","182","0.003","159","0.002","186","0.003","181","0.003","193","0.003",""
"... 8708","317","0.005","310","0.005","294","0.004","349","0.005","330","0.005","320","0.005","310","0.005",""
"... 8712","377","0.006","389","0.006","389","0.006","404","0.006","368","0.005","343","0.005","382","0.006",""
"... 8713","108","0.002","108","0.002","92","0.001","90","0.001","107","0.002","108","0.002","107","0.002",""
"... 8714","15","0","14","0","12","0","15","0","16","0","12","0","18","0",""
"... 8715","1","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8716","1","0","6","0","3","0","6","0","2","0","6","0","4","0",""
"... 8717","1","0","0","0","1","0","1","0","0","0","1","0","3","0",""
"... 8718","1","0","1","0","2","0","4","0","2","0","3","0","2","0",""
"... 8721","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8722","2","0","7","0","3","0","3","0","6","0","9","0","6","0",""
"... 8723","0","0","2","0","1","0","3","0","0","0","2","0","2","0",""
"... 8725","0","0","0","0","2","0","0","0","0","0","1","0","1","0",""
"... 8727","2","0","0","0","0","0","1","0","2","0","1","0","0","0",""
"... 8730","7","0","6","0","6","0","9","0","7","0","10","0","10","0",""
"... 8732","2","0","1","0","2","0","1","0","2","0","3","0","2","0",""
"... 8733","11","0","7","0","7","0","13","0","10","0","8","0","11","0",""
"... 8734","3","0","4","0","1","0","3","0","1","0","4","0","7","0",""
"... 8735","3","0","5","0","5","0","3","0","2","0","3","0","6","0",""
"... 8737","3","0","1","0","5","0","5","0","1","0","0","0","5","0",""
"... 8738","1","0","0","0","2","0","1","0","2","0","0","0","0","0",""
"... 8739","0","0","0","0","0","0","0","0","2","0","1","0","0","0",""
"... 8741","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8750","4","0","3","0","3","0","2","0","2","0","5","0","3","0",""
"... 8752","3","0","0","0","2","0","3","0","1","0","1","0","2","0",""
"... 8753","3","0","1","0","4","0","8","0","5","0","1","0","7","0",""
"... 8754","1","0","0","0","2","0","1","0","1","0","1","0","0","0",""
"... 8755","0","0","3","0","3","0","0","0","1","0","1","0","1","0",""
"... 8756","0","0","2","0","1","0","4","0","1","0","2","0","1","0",""
"... 8757","1","0","0","0","0","0","2","0","0","0","0","0","1","0",""
"... 8758","0","0","1","0","0","0","0","0","1","0","0","0","2","0",""
"... 8762","0","0","1","0","0","0","1","0","2","0","1","0","3","0",""
"... 8765","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8766","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8767","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8772","0","0","0","0","0","0","2","0","1","0","2","0","0","0",""
"... 8773","1","0","2","0","1","0","1","0","0","0","1","0","0","0",""
"... 8774","0","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 8775","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8777","0","0","0","0","0","0","1","0","0","0","2","0","1","0",""
"... 8782","3","0","0","0","1","0","2","0","0","0","0","0","1","0",""
"... 8783","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","361","0.005","429","0.006","438","0.007","393","0.006","421","0.006","408","0.006","424","0.006",""
"... 8802","151","0.002","155","0.002","166","0.002","167","0.002","166","0.002","145","0.002","167","0.002",""
"... 8803","100","0.001","111","0.002","105","0.002","106","0.002","126","0.002","113","0.002","92","0.001",""
"... 8804","236","0.004","221","0.003","238","0.004","235","0.004","229","0.003","217","0.003","239","0.004",""
"... 8805","346","0.005","378","0.006","354","0.005","365","0.005","398","0.006","318","0.005","372","0.006",""
"... 8806","4","0","1","0","2","0","1","0","2","0","1","0","1","0",""
"... 8807","2","0","1","0","4","0","6","0","5","0","4","0","4","0",""
"... 8808","3","0","6","0","6","0","3","0","9","0","1","0","4","0",""
"... 8810","750","0.011","740","0.011","715","0.011","767","0.011","722","0.011","713","0.011","715","0.011",""
"... 8815","10","0","14","0","12","0","12","0","6","0","14","0","15","0",""
"... 8816","60","0.001","61","0.001","54","0.001","47","0.001","72","0.001","47","0.001","74","0.001",""
"... 8820","587","0.009","583","0.009","608","0.009","591","0.009","619","0.009","606","0.009","591","0.009",""
"... 8824","55","0.001","50","0.001","57","0.001","54","0.001","60","0.001","53","0.001","54","0.001",""
"... 8825","36","0.001","40","0.001","31","0","28","0","36","0.001","34","0.001","41","0.001",""
"... 8832","3","0","8","0","8","0","10","0","10","0","9","0","9","0",""
"... 8833","101","0.002","102","0.002","93","0.001","119","0.002","128","0.002","121","0.002","93","0.001",""
"... 8834","3","0","1","0","2","0","4","0","1","0","3","0","1","0",""
"... 8835","0","0","0","0","2","0","0","0","0","0","0","0","1","0",""
"... 8836","1","0","0","0","1","0","1","0","0","0","0","0","1","0",""
"... 8840","8","0","7","0","5","0","8","0","6","0","8","0","8","0",""
"... 8841","1","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 8842","2","0","2","0","0","0","0","0","2","0","2","0","3","0",""
"... 8843","1","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8844","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8845","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8846","2","0","0","0","2","0","1","0","0","0","3","0","0","0",""
"... 8847","1","0","0","0","0","0","0","0","0","0","0","0","2","0",""
"... 8849","0","0","1","0","1","0","1","0","0","0","1","0","0","0",""
"... 8852","3","0","5","0","5","0","4","0","2","0","8","0","2","0",""
"... 8853","4","0","1","0","1","0","6","0","6","0","4","0","6","0",""
"... 8854","2","0","3","0","7","0","3","0","9","0","4","0","9","0",""
"... 8855","3","0","1","0","0","0","1","0","1","0","2","0","1","0",""
"... 8856","0","0","2","0","2","0","1","0","0","0","0","0","1","0",""
"... 8858","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8862","0","0","1","0","0","0","2","0","1","0","2","0","1","0",""
"... 8863","1","0","3","0","1","0","2","0","3","0","0","0","2","0",""
"... 8864","5","0","4","0","5","0","2","0","4","0","7","0","4","0",""
"... 8865","5","0","3","0","4","0","6","0","4","0","5","0","4","0",""
"... 8866","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 8867","3","0","1","0","2","0","2","0","1","0","1","0","1","0",""
"... 8868","2","0","1","0","0","0","1","0","0","0","0","0","1","0",""
"... 8872","3","0","1","0","1","0","0","0","1","0","2","0","0","0",""
"... 8873","1","0","0","0","1","0","1","0","1","0","0","0","1","0",""
"... 8877","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8880","1","0","3","0","4","0","5","0","2","0","3","0","3","0",""
"... 8881","0","0","0","0","1","0","0","0","0","0","1","0","1","0",""
"... 8882","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8885","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8887","2","0","5","0","0","0","1","0","3","0","4","0","1","0",""
"... 8889","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8890","2","0","1","0","6","0","0","0","2","0","2","0","1","0",""
"... 8892","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8895","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8897","0","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8898","1","0","0","0","0","0","1","0","4","0","0","0","0","0",""
"... 8902","476","0.007","486","0.007","474","0.007","498","0.007","436","0.006","456","0.007","461","0.007",""
"... 8903","200","0.003","209","0.003","237","0.004","184","0.003","214","0.003","201","0.003","175","0.003",""
"... 8904","33","0","31","0","36","0.001","29","0","23","0","30","0","31","0",""
"... 8905","2","0","6","0","0","0","1","0","3","0","6","0","4","0",""
"... 8906","158","0.002","142","0.002","171","0.003","157","0.002","168","0.002","150","0.002","138","0.002",""
"... 8907","107","0.002","102","0.002","111","0.002","85","0.001","99","0.001","97","0.001","113","0.002",""
"... 8908","106","0.002","109","0.002","106","0.002","129","0.002","134","0.002","119","0.002","132","0.002",""
"... 8909","54","0.001","47","0.001","47","0.001","45","0.001","59","0.001","51","0.001","43","0.001",""
"... 8910","491","0.007","477","0.007","550","0.008","500","0.007","488","0.007","509","0.008","531","0.008",""
"... 8911","24","0","28","0","22","0","27","0","31","0","28","0","19","0",""
"... 8912","229","0.003","242","0.004","223","0.003","200","0.003","247","0.004","219","0.003","208","0.003",""
"... 8913","82","0.001","78","0.001","65","0.001","83","0.001","94","0.001","87","0.001","97","0.001",""
"... 8914","45","0.001","41","0.001","36","0.001","37","0.001","43","0.001","42","0.001","40","0.001",""
"... 8915","83","0.001","81","0.001","84","0.001","74","0.001","84","0.001","91","0.001","80","0.001",""
"... 8916","5","0","3","0","7","0","6","0","2","0","6","0","4","0",""
"... 8917","2","0","3","0","2","0","3","0","5","0","3","0","5","0",""
"... 8918","2","0","2","0","2","0","1","0","0","0","4","0","1","0",""
"... 8919","0","0","0","0","2","0","0","0","1","0","3","0","0","0",""
"... 8925","25","0","24","0","19","0","14","0","23","0","19","0","31","0",""
"... 8926","33","0","29","0","35","0.001","29","0","32","0","23","0","30","0",""
"... 8932","155","0.002","159","0.002","145","0.002","155","0.002","167","0.002","161","0.002","145","0.002",""
"... 8933","32","0","19","0","20","0","17","0","26","0","29","0","24","0",""
"... 8934","52","0.001","71","0.001","70","0.001","57","0.001","59","0.001","60","0.001","68","0.001",""
"... 8942","122","0.002","127","0.002","111","0.002","120","0.002","131","0.002","114","0.002","115","0.002",""
"... 8951","195","0.003","190","0.003","189","0.003","216","0.003","195","0.003","203","0.003","183","0.003",""
"... 8952","1022","0.015","1050","0.016","1024","0.015","1014","0.015","1083","0.016","1063","0.016","1125","0.017",""
"... 8953","1746","0.026","1732","0.026","1743","0.026","1744","0.026","1721","0.026","1705","0.025","1734","0.026",""
"... 8954","152","0.002","163","0.002","179","0.003","148","0.002","168","0.002","170","0.003","175","0.003",""
"... 8955","74","0.001","80","0.001","72","0.001","66","0.001","59","0.001","84","0.001","56","0.001",""
"... 8956","3","0","4","0","4","0","2","0","2","0","4","0","3","0",""
"... 8957","51","0.001","52","0.001","29","0","35","0.001","43","0.001","36","0.001","48","0.001",""
"... 8962","10","0","8","0","5","0","6","0","6","0","6","0","7","0",""
"... 8964","20","0","15","0","14","0","10","0","14","0","12","0","19","0",""
"... 8965","14","0","9","0","11","0","12","0","6","0","7","0","4","0",""
"... 8966","3","0","2","0","5","0","3","0","4","0","5","0","1","0",""
"... 8967","6","0","5","0","5","0","5","0","3","0","7","0","7","0",""
"... 9082","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 9100","2","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 9176","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 9200","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
