"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8280","8","0","13","0","12","0","4","0","13","0","6","0","14","0",""
"... 8301","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8302","1138","0.017","1145","0.017","1131","0.017","1082","0.016","1154","0.017","1066","0.016","1123","0.017",""
"... 8303","503","0.007","487","0.007","464","0.007","481","0.007","498","0.007","505","0.008","474","0.007",""
"... 8304","638","0.009","686","0.01","636","0.009","610","0.009","678","0.01","681","0.01","649","0.01",""
"... 8305","304","0.005","345","0.005","360","0.005","353","0.005","342","0.005","356","0.005","348","0.005",""
"... 8306","254","0.004","250","0.004","248","0.004","210","0.003","219","0.003","250","0.004","242","0.004",""
"... 8307","712","0.011","670","0.01","661","0.01","686","0.01","675","0.01","712","0.011","660","0.01",""
"... 8308","170","0.003","157","0.002","163","0.002","173","0.003","173","0.003","152","0.002","144","0.002",""
"... 8309","190","0.003","164","0.002","173","0.003","150","0.002","184","0.003","147","0.002","154","0.002",""
"... 8310","51","0.001","55","0.001","72","0.001","84","0.001","68","0.001","54","0.001","71","0.001",""
"... 8311","41","0.001","50","0.001","40","0.001","40","0.001","50","0.001","50","0.001","44","0.001",""
"... 8312","29","0","28","0","29","0","29","0","28","0","24","0","31","0",""
"... 8314","11","0","7","0","12","0","11","0","5","0","8","0","8","0",""
"... 8315","21","0","23","0","26","0","22","0","24","0","15","0","24","0",""
"... 8317","73","0.001","109","0.002","104","0.002","92","0.001","96","0.001","91","0.001","80","0.001",""
"... 8320","269","0.004","246","0.004","251","0.004","247","0.004","266","0.004","251","0.004","254","0.004",""
"... 8322","21","0","20","0","16","0","20","0","15","0","25","0","21","0",""
"... 8330","514","0.008","463","0.007","489","0.007","466","0.007","497","0.007","494","0.007","502","0.008",""
"... 8331","24","0","19","0","17","0","18","0","26","0","24","0","15","0",""
"... 8332","137","0.002","115","0.002","122","0.002","123","0.002","109","0.002","100","0.001","122","0.002",""
"... 8335","119","0.002","103","0.002","133","0.002","120","0.002","137","0.002","127","0.002","102","0.002",""
"... 8340","471","0.007","461","0.007","435","0.006","466","0.007","432","0.006","468","0.007","441","0.007",""
"... 8342","24","0","19","0","31","0","29","0","28","0","22","0","20","0",""
"... 8344","148","0.002","162","0.002","159","0.002","151","0.002","152","0.002","181","0.003","161","0.002",""
"... 8345","40","0.001","50","0.001","43","0.001","46","0.001","38","0.001","49","0.001","41","0.001",""
"... 8352","165","0.002","145","0.002","140","0.002","133","0.002","154","0.002","156","0.002","172","0.003",""
"... 8353","193","0.003","179","0.003","172","0.003","197","0.003","200","0.003","184","0.003","179","0.003",""
"... 8354","13","0","27","0","25","0","25","0","20","0","20","0","19","0",""
"... 8355","22","0","29","0","14","0","26","0","22","0","16","0","18","0",""
"... 8356","0","0","1","0","0","0","1","0","1","0","1","0","1","0",""
"... 8357","2","0","1","0","2","0","7","0","3","0","3","0","2","0",""
"... 8360","6","0","6","0","21","0","7","0","12","0","7","0","14","0",""
"... 8361","0","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8362","5","0","4","0","2","0","2","0","1","0","7","0","4","0",""
"... 8363","6","0","1","0","12","0","4","0","3","0","1","0","5","0",""
"... 8370","4","0","6","0","6","0","6","0","5","0","3","0","3","0",""
"... 8372","2","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 8374","5","0","3","0","3","0","2","0","3","0","3","0","5","0",""
"... 8376","1","0","1","0","1","0","1","0","1","0","2","0","0","0",""
"... 8400","2037","0.03","2022","0.03","2072","0.031","2085","0.031","1995","0.03","2009","0.03","2020","0.03",""
"... 8402","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8403","74","0.001","57","0.001","58","0.001","59","0.001","51","0.001","60","0.001","51","0.001",""
"... 8404","1171","0.017","1093","0.016","1166","0.017","1237","0.018","1192","0.018","1135","0.017","1138","0.017",""
"... 8405","985","0.015","999","0.015","973","0.014","985","0.015","972","0.015","936","0.014","952","0.014",""
"... 8406","840","0.012","842","0.013","862","0.013","832","0.012","889","0.013","856","0.013","868","0.013",""
"... 8408","989","0.015","928","0.014","1004","0.015","967","0.014","986","0.015","1008","0.015","939","0.014",""
"... 8409","175","0.003","180","0.003","183","0.003","178","0.003","189","0.003","194","0.003","166","0.002",""
"... 8411","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8412","32","0","34","0.001","42","0.001","31","0","35","0.001","41","0.001","48","0.001",""
"... 8413","156","0.002","136","0.002","156","0.002","166","0.002","138","0.002","144","0.002","161","0.002",""
"... 8414","27","0","33","0","22","0","22","0","36","0.001","34","0.001","31","0",""
"... 8415","9","0","14","0","13","0","8","0","8","0","11","0","14","0",""
"... 8416","54","0.001","53","0.001","52","0.001","48","0.001","51","0.001","48","0.001","58","0.001",""
"... 8418","32","0","33","0","32","0","35","0.001","26","0","30","0","35","0.001",""
"... 8421","13","0","17","0","24","0","19","0","17","0","17","0","27","0",""
"... 8422","184","0.003","192","0.003","193","0.003","194","0.003","183","0.003","167","0.002","172","0.003",""
"... 8424","483","0.007","477","0.007","484","0.007","522","0.008","508","0.008","489","0.007","491","0.007",""
"... 8425","38","0.001","27","0","38","0.001","33","0","30","0","36","0.001","30","0",""
"... 8426","76","0.001","67","0.001","64","0.001","68","0.001","64","0.001","68","0.001","58","0.001",""
"... 8427","227","0.003","261","0.004","221","0.003","217","0.003","205","0.003","223","0.003","214","0.003",""
"... 8428","18","0","19","0","29","0","12","0","11","0","11","0","9","0",""
"... 8442","110","0.002","95","0.001","88","0.001","105","0.002","97","0.001","98","0.001","109","0.002",""
"... 8444","73","0.001","72","0.001","77","0.001","71","0.001","62","0.001","81","0.001","74","0.001",""
"... 8447","37","0.001","62","0.001","60","0.001","58","0.001","58","0.001","37","0.001","43","0.001",""
"... 8450","78","0.001","64","0.001","65","0.001","76","0.001","65","0.001","62","0.001","55","0.001",""
"... 8451","56","0.001","54","0.001","53","0.001","52","0.001","46","0.001","56","0.001","63","0.001",""
"... 8452","22","0","23","0","29","0","14","0","18","0","16","0","19","0",""
"... 8453","3","0","7","0","2","0","6","0","3","0","5","0","3","0",""
"... 8454","1","0","1","0","2","0","0","0","1","0","0","0","0","0",""
"... 8455","0","0","0","0","1","0","2","0","0","0","1","0","1","0",""
"... 8457","5","0","5","0","9","0","12","0","14","0","10","0","9","0",""
"... 8458","9","0","17","0","22","0","20","0","19","0","18","0","14","0",""
"... 8459","7","0","10","0","10","0","13","0","13","0","10","0","20","0",""
"... 8460","64","0.001","66","0.001","60","0.001","53","0.001","75","0.001","70","0.001","45","0.001",""
"... 8461","21","0","15","0","8","0","10","0","9","0","14","0","10","0",""
"... 8462","47","0.001","35","0.001","42","0.001","50","0.001","46","0.001","58","0.001","47","0.001",""
"... 8463","17","0","27","0","22","0","33","0","33","0","29","0","21","0",""
"... 8464","1","0","1","0","2","0","2","0","1","0","0","0","1","0",""
"... 8465","17","0","15","0","13","0","11","0","11","0","13","0","10","0",""
"... 8466","13","0","17","0","26","0","29","0","14","0","16","0","28","0",""
"... 8467","21","0","13","0","17","0","16","0","15","0","13","0","11","0",""
"... 8468","20","0","17","0","16","0","19","0","27","0","17","0","24","0",""
"... 8471","31","0","38","0.001","31","0","35","0.001","29","0","34","0.001","23","0",""
"... 8472","252","0.004","232","0.003","247","0.004","280","0.004","222","0.003","227","0.003","226","0.003",""
"... 8474","62","0.001","51","0.001","57","0.001","38","0.001","48","0.001","41","0.001","53","0.001",""
"... 8475","78","0.001","74","0.001","81","0.001","75","0.001","66","0.001","62","0.001","72","0.001",""
"... 8476","39","0.001","36","0.001","38","0.001","26","0","25","0","31","0","31","0",""
"... 8477","38","0.001","41","0.001","37","0.001","28","0","46","0.001","31","0","39","0.001",""
"... 8478","23","0","29","0","33","0","43","0.001","46","0.001","31","0","40","0.001",""
"... 8479","27","0","23","0","29","0","17","0","20","0","31","0","23","0",""
"... 8482","115","0.002","126","0.002","112","0.002","122","0.002","110","0.002","130","0.002","126","0.002",""
"... 8483","116","0.002","147","0.002","158","0.002","163","0.002","135","0.002","117","0.002","150","0.002",""
"... 8484","129","0.002","111","0.002","138","0.002","118","0.002","114","0.002","109","0.002","146","0.002",""
"... 8486","102","0.002","104","0.002","112","0.002","101","0.002","111","0.002","113","0.002","105","0.002",""
"... 8487","91","0.001","78","0.001","74","0.001","89","0.001","85","0.001","90","0.001","88","0.001",""
"... 8488","287","0.004","253","0.004","293","0.004","259","0.004","236","0.004","254","0.004","234","0.004",""
"... 8489","33","0","31","0","32","0","20","0","27","0","30","0","35","0.001",""
"... 8492","111","0.002","99","0.001","91","0.001","98","0.001","95","0.001","108","0.002","115","0.002",""
"... 8493","79","0.001","60","0.001","72","0.001","62","0.001","66","0.001","73","0.001","83","0.001",""
"... 8494","131","0.002","143","0.002","121","0.002","128","0.002","154","0.002","147","0.002","129","0.002",""
"... 8495","7","0","6","0","13","0","8","0","6","0","6","0","5","0",""
"... 8496","39","0.001","45","0.001","43","0.001","54","0.001","40","0.001","38","0.001","48","0.001",""
"... 8497","47","0.001","43","0.001","39","0.001","51","0.001","38","0.001","38","0.001","42","0.001",""
"... 8498","48","0.001","48","0.001","44","0.001","41","0.001","47","0.001","40","0.001","37","0.001",""
"... 8499","10","0","6","0","14","0","10","0","15","0","9","0","12","0",""
"... 8500","39","0.001","44","0.001","41","0.001","28","0","35","0.001","50","0.001","37","0.001",""
"... 8505","0","0","2","0","1","0","4","0","1","0","3","0","1","0",""
"... 8506","1","0","0","0","1","0","2","0","2","0","2","0","0","0",""
"... 8507","2","0","0","0","0","0","3","0","0","0","0","0","1","0",""
"... 8508","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8512","3","0","2","0","2","0","1","0","0","0","0","0","1","0",""
"... 8514","1","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 8522","0","0","3","0","3","0","1","0","0","0","2","0","2","0",""
"... 8523","59","0.001","47","0.001","38","0.001","35","0.001","56","0.001","42","0.001","41","0.001",""
"... 8524","6","0","5","0","1","0","2","0","2","0","1","0","3","0",""
"... 8525","0","0","1","0","1","0","0","0","0","0","1","0","2","0",""
"... 8526","1","0","2","0","2","0","2","0","3","0","0","0","2","0",""
"... 8532","9","0","1","0","3","0","1","0","1","0","1","0","1","0",""
"... 8535","1","0","1","0","3","0","0","0","1","0","2","0","0","0",""
"... 8536","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 8537","2","0","2","0","0","0","4","0","1","0","2","0","1","0",""
"... 8542","147","0.002","140","0.002","133","0.002","135","0.002","139","0.002","144","0.002","133","0.002",""
"... 8543","28","0","25","0","27","0","34","0.001","35","0.001","27","0","34","0.001",""
"... 8544","15","0","18","0","18","0","14","0","22","0","29","0","13","0",""
"... 8545","111","0.002","115","0.002","123","0.002","125","0.002","101","0.002","116","0.002","120","0.002",""
"... 8546","8","0","10","0","10","0","11","0","9","0","21","0","6","0",""
"... 8547","1","0","3","0","5","0","4","0","6","0","5","0","5","0",""
"... 8548","17","0","29","0","34","0.001","36","0.001","28","0","30","0","30","0",""
"... 8552","5","0","2","0","4","0","1","0","4","0","3","0","4","0",""
"... 8553","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8554","1","0","0","0","1","0","0","0","1","0","1","0","0","0",""
"... 8555","2","0","0","0","5","0","4","0","3","0","3","0","5","0",""
"... 8556","1","0","1","0","5","0","2","0","3","0","1","0","0","0",""
"... 8558","1","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8560","1","0","0","0","3","0","0","0","0","0","1","0","0","0",""
"... 8561","0","0","0","0","0","0","0","0","2","0","0","0","0","0",""
"... 8564","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8566","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8570","8","0","7","0","11","0","6","0","8","0","10","0","9","0",""
"... 8572","1","0","2","0","2","0","0","0","1","0","2","0","0","0",""
"... 8573","0","0","1","0","0","0","1","0","1","0","1","0","1","0",""
"... 8574","0","0","0","0","0","0","2","0","0","0","0","0","1","0",""
"... 8575","1","0","1","0","4","0","2","0","3","0","4","0","1","0",""
"... 8577","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8580","4","0","7","0","5","0","9","0","4","0","4","0","8","0",""
"... 8582","0","0","0","0","0","0","0","0","0","0","2","0","0","0",""
"... 8583","1","0","0","0","1","0","1","0","2","0","4","0","4","0",""
"... 8585","0","0","1","0","0","0","2","0","2","0","1","0","0","0",""
"... 8586","1","0","0","0","1","0","1","0","0","0","2","0","1","0",""
"... 8587","0","0","1","0","0","0","0","0","1","0","2","0","2","0",""
"... 8588","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8589","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8590","2","0","2","0","1","0","2","0","4","0","5","0","4","0",""
"... 8592","0","0","1","0","1","0","1","0","1","0","1","0","0","0",""
"... 8595","2","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8596","0","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8597","1","0","1","0","1","0","1","0","0","0","0","0","0","0",""
"... 8598","1","0","1","0","1","0","2","0","1","0","1","0","0","0",""
"... 8600","1070","0.016","1102","0.016","1128","0.017","1091","0.016","1150","0.017","1115","0.017","1086","0.016",""
"... 8602","71","0.001","90","0.001","61","0.001","79","0.001","66","0.001","74","0.001","76","0.001",""
"... 8603","217","0.003","217","0.003","204","0.003","220","0.003","246","0.004","234","0.003","229","0.003",""
"... 8604","885","0.013","885","0.013","891","0.013","862","0.013","872","0.013","920","0.014","878","0.013",""
"... 8605","49","0.001","42","0.001","43","0.001","39","0.001","49","0.001","44","0.001","42","0.001",""
"... 8606","286","0.004","270","0.004","307","0.005","254","0.004","277","0.004","306","0.005","256","0.004",""
"... 8607","56","0.001","42","0.001","48","0.001","49","0.001","48","0.001","50","0.001","45","0.001",""
"... 8608","141","0.002","118","0.002","120","0.002","124","0.002","128","0.002","110","0.002","122","0.002",""
"... 8610","1286","0.019","1226","0.018","1346","0.02","1279","0.019","1251","0.019","1227","0.018","1210","0.018",""
"... 8614","53","0.001","42","0.001","36","0.001","56","0.001","47","0.001","41","0.001","38","0.001",""
"... 8615","30","0","32","0","27","0","22","0","21","0","33","0","33","0",""
"... 8616","38","0.001","29","0","57","0.001","41","0.001","51","0.001","36","0.001","39","0.001",""
"... 8617","153","0.002","150","0.002","169","0.003","159","0.002","165","0.002","154","0.002","163","0.002",""
"... 8618","247","0.004","201","0.003","234","0.003","246","0.004","234","0.003","216","0.003","218","0.003",""
"... 8620","898","0.013","905","0.014","860","0.013","847","0.013","849","0.013","872","0.013","873","0.013",""
"... 8621","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8622","5","0","11","0","5","0","4","0","8","0","7","0","7","0",""
"... 8623","423","0.006","393","0.006","395","0.006","408","0.006","419","0.006","406","0.006","411","0.006",""
"... 8624","80","0.001","99","0.001","76","0.001","90","0.001","90","0.001","94","0.001","74","0.001",""
"... 8625","237","0.004","232","0.003","226","0.003","238","0.004","247","0.004","244","0.004","250","0.004",""
"... 8626","34","0.001","39","0.001","30","0","41","0.001","33","0","37","0.001","41","0.001",""
"... 8627","136","0.002","151","0.002","145","0.002","134","0.002","140","0.002","147","0.002","132","0.002",""
"... 8630","657","0.01","580","0.009","619","0.009","634","0.009","584","0.009","626","0.009","675","0.01",""
"... 8632","163","0.002","200","0.003","174","0.003","176","0.003","189","0.003","180","0.003","185","0.003",""
"... 8633","120","0.002","111","0.002","111","0.002","143","0.002","110","0.002","144","0.002","135","0.002",""
"... 8634","373","0.006","382","0.006","416","0.006","362","0.005","348","0.005","367","0.005","356","0.005",""
"... 8635","133","0.002","130","0.002","133","0.002","123","0.002","133","0.002","131","0.002","111","0.002",""
"... 8636","450","0.007","418","0.006","412","0.006","447","0.007","420","0.006","440","0.007","410","0.006",""
"... 8637","113","0.002","100","0.001","95","0.001","92","0.001","107","0.002","117","0.002","99","0.001",""
"... 8638","6","0","2","0","3","0","1","0","4","0","3","0","2","0",""
"... 8640","22","0","19","0","21","0","18","0","15","0","14","0","17","0",""
"... 8645","24","0","33","0","28","0","26","0","22","0","22","0","27","0",""
"... 8646","6","0","1","0","4","0","1","0","2","0","1","0","1","0",""
"... 8698","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8700","315","0.005","358","0.005","345","0.005","343","0.005","303","0.005","315","0.005","287","0.004",""
"... 8702","150","0.002","152","0.002","151","0.002","134","0.002","167","0.002","156","0.002","151","0.002",""
"... 8703","119","0.002","117","0.002","105","0.002","124","0.002","128","0.002","109","0.002","110","0.002",""
"... 8704","120","0.002","131","0.002","121","0.002","148","0.002","125","0.002","125","0.002","145","0.002",""
"... 8706","360","0.005","357","0.005","362","0.005","370","0.006","357","0.005","363","0.005","346","0.005",""
"... 8707","182","0.003","173","0.003","199","0.003","192","0.003","179","0.003","199","0.003","173","0.003",""
"... 8708","330","0.005","315","0.005","303","0.004","331","0.005","344","0.005","320","0.005","287","0.004",""
"... 8712","391","0.006","354","0.005","377","0.006","372","0.006","380","0.006","383","0.006","395","0.006",""
"... 8713","99","0.001","102","0.002","121","0.002","88","0.001","105","0.002","92","0.001","113","0.002",""
"... 8714","12","0","15","0","22","0","9","0","17","0","17","0","10","0",""
"... 8715","1","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8716","3","0","3","0","4","0","2","0","4","0","5","0","7","0",""
"... 8717","0","0","1","0","0","0","2","0","2","0","1","0","1","0",""
"... 8718","2","0","3","0","2","0","2","0","3","0","0","0","3","0",""
"... 8721","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8722","3","0","3","0","7","0","4","0","8","0","3","0","8","0",""
"... 8723","1","0","0","0","1","0","2","0","3","0","2","0","1","0",""
"... 8725","0","0","0","0","1","0","0","0","1","0","1","0","1","0",""
"... 8727","3","0","0","0","1","0","1","0","0","0","1","0","0","0",""
"... 8730","7","0","10","0","4","0","6","0","12","0","6","0","10","0",""
"... 8732","3","0","3","0","3","0","3","0","1","0","0","0","0","0",""
"... 8733","12","0","7","0","9","0","12","0","6","0","9","0","12","0",""
"... 8734","3","0","1","0","3","0","5","0","6","0","3","0","2","0",""
"... 8735","2","0","1","0","5","0","4","0","3","0","5","0","7","0",""
"... 8737","2","0","2","0","4","0","2","0","0","0","7","0","3","0",""
"... 8738","0","0","1","0","1","0","2","0","0","0","0","0","2","0",""
"... 8739","1","0","0","0","0","0","0","0","2","0","0","0","0","0",""
"... 8741","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 8750","1","0","2","0","2","0","1","0","4","0","8","0","4","0",""
"... 8752","0","0","1","0","2","0","3","0","2","0","2","0","2","0",""
"... 8753","8","0","3","0","4","0","5","0","1","0","1","0","7","0",""
"... 8754","1","0","0","0","0","0","1","0","2","0","2","0","0","0",""
"... 8755","1","0","2","0","2","0","0","0","0","0","4","0","0","0",""
"... 8756","0","0","2","0","3","0","2","0","1","0","1","0","2","0",""
"... 8757","0","0","0","0","1","0","2","0","0","0","0","0","1","0",""
"... 8758","2","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 8762","1","0","1","0","1","0","0","0","2","0","2","0","1","0",""
"... 8765","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8766","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8767","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8772","0","0","2","0","0","0","0","0","2","0","0","0","1","0",""
"... 8773","0","0","0","0","1","0","3","0","0","0","0","0","2","0",""
"... 8774","0","0","1","0","0","0","0","0","1","0","0","0","1","0",""
"... 8775","0","0","0","0","0","0","1","0","0","0","0","0","2","0",""
"... 8777","0","0","1","0","0","0","1","0","1","0","0","0","1","0",""
"... 8782","0","0","0","0","1","0","3","0","2","0","1","0","0","0",""
"... 8783","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","399","0.006","425","0.006","383","0.006","397","0.006","407","0.006","412","0.006","451","0.007",""
"... 8802","150","0.002","144","0.002","155","0.002","173","0.003","179","0.003","171","0.003","145","0.002",""
"... 8803","106","0.002","128","0.002","111","0.002","107","0.002","102","0.002","108","0.002","91","0.001",""
"... 8804","228","0.003","221","0.003","243","0.004","227","0.003","245","0.004","235","0.004","216","0.003",""
"... 8805","391","0.006","359","0.005","355","0.005","369","0.006","339","0.005","382","0.006","336","0.005",""
"... 8806","0","0","1","0","2","0","1","0","4","0","1","0","3","0",""
"... 8807","5","0","7","0","2","0","4","0","4","0","2","0","2","0",""
"... 8808","6","0","5","0","3","0","5","0","3","0","6","0","4","0",""
"... 8810","720","0.011","764","0.011","706","0.01","751","0.011","760","0.011","698","0.01","723","0.011",""
"... 8815","14","0","19","0","7","0","7","0","13","0","8","0","15","0",""
"... 8816","59","0.001","63","0.001","55","0.001","66","0.001","47","0.001","63","0.001","62","0.001",""
"... 8820","599","0.009","625","0.009","596","0.009","590","0.009","595","0.009","580","0.009","600","0.009",""
"... 8824","52","0.001","61","0.001","56","0.001","56","0.001","44","0.001","62","0.001","52","0.001",""
"... 8825","39","0.001","31","0","33","0","40","0.001","36","0.001","30","0","37","0.001",""
"... 8832","12","0","8","0","8","0","6","0","8","0","7","0","8","0",""
"... 8833","135","0.002","109","0.002","95","0.001","133","0.002","100","0.001","92","0.001","93","0.001",""
"... 8834","2","0","1","0","1","0","3","0","2","0","3","0","3","0",""
"... 8835","0","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 8836","1","0","0","0","2","0","1","0","0","0","0","0","0","0",""
"... 8840","6","0","8","0","8","0","7","0","11","0","6","0","4","0",""
"... 8841","0","0","0","0","2","0","0","0","0","0","0","0","1","0",""
"... 8842","1","0","1","0","4","0","0","0","2","0","1","0","2","0",""
"... 8843","1","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8844","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8845","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8846","1","0","1","0","1","0","1","0","2","0","0","0","2","0",""
"... 8847","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8849","1","0","2","0","0","0","0","0","1","0","0","0","0","0",""
"... 8852","4","0","12","0","5","0","2","0","4","0","2","0","0","0",""
"... 8853","2","0","2","0","5","0","2","0","6","0","5","0","6","0",""
"... 8854","4","0","9","0","7","0","7","0","4","0","4","0","2","0",""
"... 8855","1","0","2","0","1","0","2","0","2","0","1","0","0","0",""
"... 8856","1","0","1","0","1","0","2","0","0","0","0","0","1","0",""
"... 8858","1","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8862","2","0","1","0","1","0","0","0","0","0","1","0","2","0",""
"... 8863","3","0","0","0","4","0","2","0","2","0","1","0","0","0",""
"... 8864","7","0","2","0","6","0","1","0","4","0","8","0","3","0",""
"... 8865","6","0","4","0","6","0","2","0","4","0","3","0","6","0",""
"... 8866","0","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8867","2","0","0","0","3","0","2","0","2","0","1","0","1","0",""
"... 8868","0","0","1","0","0","0","2","0","1","0","1","0","0","0",""
"... 8872","3","0","1","0","2","0","1","0","0","0","0","0","1","0",""
"... 8873","2","0","0","0","1","0","1","0","1","0","0","0","0","0",""
"... 8877","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8880","5","0","3","0","4","0","2","0","3","0","0","0","4","0",""
"... 8881","0","0","1","0","1","0","0","0","1","0","0","0","0","0",""
"... 8882","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8885","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8887","7","0","1","0","3","0","1","0","1","0","2","0","1","0",""
"... 8889","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8890","2","0","0","0","2","0","4","0","2","0","2","0","2","0",""
"... 8892","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8895","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8897","0","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 8898","1","0","1","0","1","0","0","0","1","0","1","0","1","0",""
"... 8902","465","0.007","461","0.007","484","0.007","485","0.007","484","0.007","448","0.007","460","0.007",""
"... 8903","212","0.003","214","0.003","176","0.003","175","0.003","201","0.003","216","0.003","226","0.003",""
"... 8904","34","0.001","24","0","36","0.001","29","0","22","0","33","0","35","0.001",""
"... 8905","4","0","1","0","3","0","3","0","4","0","2","0","5","0",""
"... 8906","179","0.003","156","0.002","140","0.002","169","0.003","132","0.002","168","0.003","140","0.002",""
"... 8907","96","0.001","110","0.002","87","0.001","91","0.001","120","0.002","112","0.002","98","0.001",""
"... 8908","111","0.002","114","0.002","118","0.002","113","0.002","110","0.002","130","0.002","139","0.002",""
"... 8909","34","0.001","45","0.001","54","0.001","54","0.001","57","0.001","56","0.001","46","0.001",""
"... 8910","500","0.007","491","0.007","507","0.008","507","0.008","512","0.008","512","0.008","517","0.008",""
"... 8911","26","0","28","0","25","0","27","0","29","0","23","0","21","0",""
"... 8912","214","0.003","229","0.003","245","0.004","226","0.003","191","0.003","238","0.004","225","0.003",""
"... 8913","94","0.001","84","0.001","85","0.001","79","0.001","86","0.001","72","0.001","86","0.001",""
"... 8914","37","0.001","42","0.001","41","0.001","41","0.001","38","0.001","36","0.001","49","0.001",""
"... 8915","84","0.001","81","0.001","86","0.001","85","0.001","90","0.001","71","0.001","80","0.001",""
"... 8916","5","0","6","0","4","0","3","0","4","0","4","0","7","0",""
"... 8917","6","0","4","0","3","0","3","0","2","0","4","0","1","0",""
"... 8918","2","0","2","0","3","0","3","0","1","0","1","0","0","0",""
"... 8919","1","0","1","0","0","0","2","0","0","0","1","0","1","0",""
"... 8925","26","0","17","0","27","0","19","0","19","0","21","0","26","0",""
"... 8926","31","0","33","0","35","0.001","29","0","27","0","24","0","32","0",""
"... 8932","154","0.002","174","0.003","177","0.003","134","0.002","143","0.002","139","0.002","166","0.002",""
"... 8933","36","0.001","31","0","19","0","17","0","17","0","13","0","34","0.001",""
"... 8934","60","0.001","56","0.001","56","0.001","70","0.001","70","0.001","66","0.001","59","0.001",""
"... 8942","118","0.002","99","0.001","145","0.002","116","0.002","123","0.002","127","0.002","112","0.002",""
"... 8951","209","0.003","212","0.003","185","0.003","199","0.003","193","0.003","179","0.003","194","0.003",""
"... 8952","1130","0.017","1031","0.015","1036","0.015","1002","0.015","1038","0.015","1079","0.016","1065","0.016",""
"... 8953","1695","0.025","1705","0.025","1737","0.026","1736","0.026","1744","0.026","1724","0.026","1784","0.027",""
"... 8954","186","0.003","163","0.002","171","0.003","180","0.003","150","0.002","141","0.002","164","0.002",""
"... 8955","74","0.001","81","0.001","65","0.001","69","0.001","54","0.001","78","0.001","70","0.001",""
"... 8956","2","0","1","0","4","0","2","0","4","0","7","0","2","0",""
"... 8957","30","0","52","0.001","42","0.001","45","0.001","45","0.001","33","0","47","0.001",""
"... 8962","7","0","6","0","10","0","9","0","6","0","3","0","7","0",""
"... 8964","20","0","15","0","19","0","17","0","12","0","8","0","13","0",""
"... 8965","6","0","8","0","14","0","9","0","7","0","10","0","9","0",""
"... 8966","2","0","1","0","2","0","3","0","6","0","4","0","5","0",""
"... 8967","5","0","8","0","5","0","3","0","7","0","4","0","6","0",""
"... 9082","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 9100","0","0","1","0","0","0","0","0","1","0","0","0","1","0",""
"... 9176","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 9200","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
