"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8280","8","0","11","0","14","0","10","0","13","0","8","0","6","0",""
"... 8301","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8302","1151","0.017","1116","0.016","1041","0.016","1138","0.017","1124","0.017","1125","0.017","1144","0.017",""
"... 8303","465","0.007","514","0.008","484","0.007","473","0.007","529","0.008","473","0.007","474","0.007",""
"... 8304","671","0.01","663","0.01","689","0.01","602","0.009","599","0.009","665","0.01","689","0.01",""
"... 8305","341","0.005","364","0.005","331","0.005","347","0.005","366","0.005","323","0.005","336","0.005",""
"... 8306","239","0.004","238","0.004","235","0.003","251","0.004","251","0.004","239","0.004","220","0.003",""
"... 8307","689","0.01","725","0.011","669","0.01","676","0.01","659","0.01","689","0.01","669","0.01",""
"... 8308","159","0.002","164","0.002","152","0.002","179","0.003","169","0.003","174","0.003","135","0.002",""
"... 8309","188","0.003","161","0.002","162","0.002","171","0.003","169","0.003","149","0.002","162","0.002",""
"... 8310","72","0.001","62","0.001","70","0.001","54","0.001","63","0.001","68","0.001","66","0.001",""
"... 8311","53","0.001","38","0.001","41","0.001","50","0.001","42","0.001","37","0.001","54","0.001",""
"... 8312","30","0","18","0","35","0.001","23","0","30","0","30","0","32","0",""
"... 8314","15","0","12","0","13","0","3","0","6","0","9","0","4","0",""
"... 8315","13","0","22","0","29","0","18","0","21","0","21","0","31","0",""
"... 8317","92","0.001","89","0.001","99","0.001","94","0.001","90","0.001","99","0.001","82","0.001",""
"... 8320","274","0.004","243","0.004","260","0.004","260","0.004","245","0.004","264","0.004","238","0.004",""
"... 8322","21","0","22","0","20","0","16","0","22","0","23","0","14","0",""
"... 8330","483","0.007","509","0.008","527","0.008","485","0.007","477","0.007","470","0.007","474","0.007",""
"... 8331","19","0","18","0","17","0","13","0","19","0","32","0","25","0",""
"... 8332","123","0.002","124","0.002","120","0.002","118","0.002","103","0.002","115","0.002","125","0.002",""
"... 8335","122","0.002","112","0.002","105","0.002","118","0.002","147","0.002","126","0.002","111","0.002",""
"... 8340","453","0.007","447","0.007","437","0.007","444","0.007","472","0.007","459","0.007","462","0.007",""
"... 8342","31","0","31","0","21","0","17","0","29","0","19","0","25","0",""
"... 8344","148","0.002","163","0.002","164","0.002","162","0.002","161","0.002","167","0.003","149","0.002",""
"... 8345","34","0.001","58","0.001","44","0.001","42","0.001","42","0.001","45","0.001","42","0.001",""
"... 8352","162","0.002","165","0.002","149","0.002","135","0.002","161","0.002","148","0.002","145","0.002",""
"... 8353","192","0.003","165","0.002","212","0.003","181","0.003","169","0.003","208","0.003","177","0.003",""
"... 8354","17","0","12","0","20","0","21","0","31","0","25","0","23","0",""
"... 8355","16","0","23","0","30","0","14","0","22","0","18","0","24","0",""
"... 8356","2","0","1","0","0","0","1","0","0","0","1","0","0","0",""
"... 8357","1","0","4","0","3","0","4","0","2","0","2","0","4","0",""
"... 8360","15","0","14","0","10","0","11","0","9","0","8","0","6","0",""
"... 8361","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8362","3","0","4","0","2","0","3","0","7","0","1","0","5","0",""
"... 8363","2","0","5","0","1","0","8","0","7","0","3","0","6","0",""
"... 8370","4","0","6","0","2","0","5","0","3","0","7","0","6","0",""
"... 8372","0","0","0","0","1","0","2","0","1","0","1","0","0","0",""
"... 8374","4","0","4","0","2","0","4","0","2","0","4","0","4","0",""
"... 8376","1","0","2","0","1","0","0","0","0","0","0","0","3","0",""
"... 8400","2068","0.031","2013","0.03","2035","0.03","2003","0.03","2070","0.031","2040","0.031","2011","0.03",""
"... 8402","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8403","62","0.001","63","0.001","61","0.001","52","0.001","62","0.001","51","0.001","59","0.001",""
"... 8404","1168","0.017","1182","0.017","1179","0.018","1134","0.017","1131","0.017","1168","0.018","1170","0.018",""
"... 8405","969","0.014","979","0.014","943","0.014","942","0.014","1026","0.015","931","0.014","1012","0.015",""
"... 8406","877","0.013","873","0.013","843","0.013","811","0.012","915","0.014","802","0.012","868","0.013",""
"... 8408","996","0.015","973","0.014","931","0.014","1016","0.015","970","0.014","981","0.015","954","0.014",""
"... 8409","198","0.003","186","0.003","171","0.003","170","0.003","172","0.003","184","0.003","184","0.003",""
"... 8411","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8412","37","0.001","35","0.001","38","0.001","38","0.001","38","0.001","38","0.001","39","0.001",""
"... 8413","171","0.003","163","0.002","137","0.002","155","0.002","139","0.002","145","0.002","147","0.002",""
"... 8414","29","0","32","0","21","0","37","0.001","21","0","37","0.001","28","0",""
"... 8415","14","0","7","0","9","0","13","0","8","0","8","0","18","0",""
"... 8416","45","0.001","58","0.001","56","0.001","59","0.001","50","0.001","50","0.001","46","0.001",""
"... 8418","39","0.001","38","0.001","33","0","33","0","33","0","19","0","28","0",""
"... 8421","17","0","25","0","15","0","20","0","17","0","21","0","19","0",""
"... 8422","213","0.003","177","0.003","174","0.003","169","0.003","193","0.003","171","0.003","188","0.003",""
"... 8424","510","0.008","521","0.008","480","0.007","480","0.007","476","0.007","478","0.007","509","0.008",""
"... 8425","37","0.001","34","0.001","33","0","31","0","28","0","39","0.001","30","0",""
"... 8426","75","0.001","66","0.001","66","0.001","62","0.001","78","0.001","59","0.001","59","0.001",""
"... 8427","212","0.003","240","0.004","246","0.004","212","0.003","204","0.003","235","0.004","219","0.003",""
"... 8428","13","0","11","0","17","0","17","0","12","0","23","0","16","0",""
"... 8442","98","0.001","101","0.001","98","0.001","110","0.002","100","0.001","102","0.002","93","0.001",""
"... 8444","93","0.001","72","0.001","65","0.001","70","0.001","77","0.001","60","0.001","73","0.001",""
"... 8447","58","0.001","45","0.001","55","0.001","52","0.001","51","0.001","42","0.001","52","0.001",""
"... 8450","77","0.001","62","0.001","54","0.001","66","0.001","71","0.001","73","0.001","62","0.001",""
"... 8451","60","0.001","54","0.001","46","0.001","46","0.001","66","0.001","56","0.001","52","0.001",""
"... 8452","13","0","17","0","23","0","23","0","26","0","19","0","20","0",""
"... 8453","5","0","2","0","7","0","4","0","5","0","3","0","3","0",""
"... 8454","0","0","1","0","1","0","2","0","0","0","0","0","1","0",""
"... 8455","0","0","0","0","1","0","2","0","0","0","1","0","1","0",""
"... 8457","4","0","12","0","12","0","11","0","10","0","8","0","7","0",""
"... 8458","15","0","17","0","20","0","21","0","16","0","16","0","14","0",""
"... 8459","13","0","10","0","6","0","13","0","14","0","10","0","17","0",""
"... 8460","60","0.001","59","0.001","65","0.001","55","0.001","58","0.001","67","0.001","69","0.001",""
"... 8461","14","0","14","0","13","0","12","0","10","0","17","0","7","0",""
"... 8462","48","0.001","49","0.001","49","0.001","50","0.001","43","0.001","41","0.001","45","0.001",""
"... 8463","29","0","23","0","32","0","28","0","18","0","27","0","25","0",""
"... 8464","0","0","2","0","0","0","0","0","1","0","3","0","2","0",""
"... 8465","7","0","11","0","17","0","14","0","18","0","10","0","13","0",""
"... 8466","22","0","24","0","21","0","16","0","23","0","23","0","14","0",""
"... 8467","10","0","16","0","16","0","18","0","10","0","20","0","16","0",""
"... 8468","23","0","11","0","23","0","25","0","19","0","22","0","17","0",""
"... 8471","36","0.001","37","0.001","19","0","34","0.001","28","0","39","0.001","28","0",""
"... 8472","232","0.003","245","0.004","239","0.004","248","0.004","253","0.004","237","0.004","232","0.003",""
"... 8474","34","0.001","51","0.001","65","0.001","48","0.001","53","0.001","42","0.001","57","0.001",""
"... 8475","75","0.001","70","0.001","75","0.001","67","0.001","88","0.001","71","0.001","62","0.001",""
"... 8476","30","0","34","0.001","36","0.001","28","0","36","0.001","37","0.001","25","0",""
"... 8477","36","0.001","30","0","46","0.001","37","0.001","39","0.001","35","0.001","37","0.001",""
"... 8478","32","0","31","0","36","0.001","34","0.001","37","0.001","32","0","43","0.001",""
"... 8479","19","0","21","0","25","0","26","0","25","0","27","0","27","0",""
"... 8482","103","0.002","118","0.002","109","0.002","129","0.002","127","0.002","138","0.002","117","0.002",""
"... 8483","141","0.002","144","0.002","134","0.002","152","0.002","139","0.002","139","0.002","137","0.002",""
"... 8484","141","0.002","126","0.002","111","0.002","134","0.002","101","0.002","121","0.002","131","0.002",""
"... 8486","122","0.002","110","0.002","109","0.002","99","0.001","111","0.002","104","0.002","93","0.001",""
"... 8487","86","0.001","78","0.001","91","0.001","90","0.001","99","0.001","80","0.001","71","0.001",""
"... 8488","243","0.004","259","0.004","287","0.004","266","0.004","256","0.004","248","0.004","257","0.004",""
"... 8489","32","0","37","0.001","31","0","32","0","20","0","28","0","28","0",""
"... 8492","99","0.001","95","0.001","120","0.002","99","0.001","94","0.001","88","0.001","122","0.002",""
"... 8493","61","0.001","65","0.001","72","0.001","68","0.001","76","0.001","73","0.001","80","0.001",""
"... 8494","138","0.002","146","0.002","138","0.002","135","0.002","127","0.002","141","0.002","128","0.002",""
"... 8495","7","0","10","0","10","0","10","0","6","0","4","0","4","0",""
"... 8496","45","0.001","39","0.001","36","0.001","54","0.001","32","0","47","0.001","54","0.001",""
"... 8497","36","0.001","44","0.001","42","0.001","43","0.001","50","0.001","38","0.001","45","0.001",""
"... 8498","41","0.001","45","0.001","51","0.001","31","0","44","0.001","43","0.001","50","0.001",""
"... 8499","8","0","10","0","12","0","14","0","10","0","9","0","13","0",""
"... 8500","30","0","42","0.001","38","0.001","37","0.001","40","0.001","47","0.001","40","0.001",""
"... 8505","3","0","6","0","1","0","1","0","0","0","0","0","1","0",""
"... 8506","2","0","1","0","1","0","1","0","0","0","2","0","1","0",""
"... 8507","0","0","0","0","0","0","2","0","0","0","1","0","3","0",""
"... 8508","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8512","0","0","2","0","2","0","1","0","1","0","0","0","3","0",""
"... 8514","0","0","2","0","0","0","1","0","0","0","0","0","0","0",""
"... 8522","0","0","2","0","3","0","3","0","2","0","0","0","1","0",""
"... 8523","45","0.001","55","0.001","44","0.001","40","0.001","43","0.001","40","0.001","51","0.001",""
"... 8524","1","0","1","0","3","0","6","0","2","0","4","0","3","0",""
"... 8525","0","0","1","0","1","0","1","0","1","0","0","0","1","0",""
"... 8526","0","0","0","0","1","0","3","0","2","0","3","0","3","0",""
"... 8532","2","0","4","0","2","0","3","0","3","0","3","0","0","0",""
"... 8535","2","0","1","0","1","0","2","0","0","0","2","0","0","0",""
"... 8536","1","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8537","1","0","1","0","1","0","4","0","1","0","0","0","4","0",""
"... 8542","132","0.002","138","0.002","128","0.002","140","0.002","140","0.002","148","0.002","145","0.002",""
"... 8543","21","0","38","0.001","40","0.001","21","0","30","0","28","0","32","0",""
"... 8544","17","0","17","0","18","0","20","0","18","0","14","0","25","0",""
"... 8545","131","0.002","104","0.002","114","0.002","127","0.002","129","0.002","96","0.001","110","0.002",""
"... 8546","13","0","12","0","11","0","10","0","3","0","12","0","14","0",""
"... 8547","2","0","3","0","9","0","4","0","3","0","4","0","4","0",""
"... 8548","23","0","25","0","32","0","33","0","32","0","31","0","28","0",""
"... 8552","7","0","3","0","2","0","2","0","2","0","5","0","2","0",""
"... 8553","0","0","0","0","2","0","0","0","0","0","0","0","0","0",""
"... 8554","0","0","2","0","1","0","0","0","0","0","1","0","0","0",""
"... 8555","4","0","1","0","1","0","2","0","6","0","3","0","5","0",""
"... 8556","0","0","3","0","0","0","3","0","3","0","2","0","2","0",""
"... 8558","1","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 8560","1","0","0","0","1","0","1","0","0","0","1","0","1","0",""
"... 8561","0","0","0","0","0","0","2","0","0","0","0","0","0","0",""
"... 8564","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8566","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8570","8","0","9","0","10","0","5","0","8","0","6","0","13","0",""
"... 8572","0","0","1","0","0","0","1","0","4","0","2","0","0","0",""
"... 8573","1","0","0","0","1","0","0","0","2","0","0","0","1","0",""
"... 8574","1","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 8575","1","0","4","0","2","0","4","0","3","0","0","0","2","0",""
"... 8577","1","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8580","8","0","4","0","9","0","4","0","2","0","7","0","7","0",""
"... 8582","0","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 8583","0","0","3","0","3","0","1","0","2","0","3","0","1","0",""
"... 8585","0","0","1","0","0","0","1","0","2","0","2","0","0","0",""
"... 8586","0","0","0","0","3","0","0","0","1","0","0","0","2","0",""
"... 8587","0","0","0","0","0","0","2","0","0","0","4","0","0","0",""
"... 8588","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8589","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8590","3","0","2","0","2","0","5","0","1","0","3","0","4","0",""
"... 8592","0","0","3","0","1","0","0","0","0","0","0","0","1","0",""
"... 8595","0","0","3","0","0","0","1","0","0","0","0","0","0","0",""
"... 8596","0","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8597","0","0","1","0","0","0","1","0","0","0","2","0","0","0",""
"... 8598","1","0","1","0","2","0","1","0","0","0","2","0","0","0",""
"... 8600","1109","0.016","1173","0.017","1102","0.016","1098","0.016","1099","0.016","1067","0.016","1094","0.016",""
"... 8602","64","0.001","68","0.001","78","0.001","82","0.001","73","0.001","72","0.001","80","0.001",""
"... 8603","220","0.003","257","0.004","215","0.003","224","0.003","204","0.003","236","0.004","211","0.003",""
"... 8604","888","0.013","880","0.013","861","0.013","937","0.014","864","0.013","861","0.013","902","0.014",""
"... 8605","47","0.001","45","0.001","36","0.001","49","0.001","40","0.001","48","0.001","43","0.001",""
"... 8606","284","0.004","289","0.004","241","0.004","261","0.004","291","0.004","288","0.004","302","0.005",""
"... 8607","42","0.001","49","0.001","52","0.001","45","0.001","46","0.001","55","0.001","49","0.001",""
"... 8608","125","0.002","116","0.002","112","0.002","134","0.002","114","0.002","133","0.002","129","0.002",""
"... 8610","1276","0.019","1348","0.02","1189","0.018","1281","0.019","1253","0.019","1204","0.018","1274","0.019",""
"... 8614","42","0.001","52","0.001","44","0.001","44","0.001","47","0.001","42","0.001","42","0.001",""
"... 8615","24","0","31","0","23","0","32","0","31","0","37","0.001","20","0",""
"... 8616","46","0.001","39","0.001","35","0.001","36","0.001","51","0.001","41","0.001","43","0.001",""
"... 8617","187","0.003","161","0.002","139","0.002","155","0.002","162","0.002","158","0.002","151","0.002",""
"... 8618","216","0.003","227","0.003","251","0.004","234","0.004","235","0.004","213","0.003","220","0.003",""
"... 8620","880","0.013","898","0.013","842","0.013","862","0.013","879","0.013","876","0.013","867","0.013",""
"... 8621","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8622","9","0","7","0","2","0","5","0","5","0","10","0","9","0",""
"... 8623","422","0.006","409","0.006","395","0.006","420","0.006","413","0.006","387","0.006","409","0.006",""
"... 8624","82","0.001","97","0.001","80","0.001","97","0.001","64","0.001","92","0.001","91","0.001",""
"... 8625","225","0.003","256","0.004","235","0.003","267","0.004","236","0.004","218","0.003","237","0.004",""
"... 8626","40","0.001","30","0","39","0.001","31","0","43","0.001","38","0.001","34","0.001",""
"... 8627","136","0.002","133","0.002","135","0.002","135","0.002","158","0.002","146","0.002","142","0.002",""
"... 8630","670","0.01","620","0.009","646","0.01","587","0.009","607","0.009","608","0.009","637","0.01",""
"... 8632","220","0.003","180","0.003","195","0.003","178","0.003","148","0.002","170","0.003","176","0.003",""
"... 8633","135","0.002","121","0.002","127","0.002","152","0.002","114","0.002","127","0.002","98","0.001",""
"... 8634","361","0.005","381","0.006","389","0.006","368","0.006","374","0.006","371","0.006","360","0.005",""
"... 8635","139","0.002","133","0.002","130","0.002","130","0.002","126","0.002","118","0.002","118","0.002",""
"... 8636","470","0.007","442","0.007","394","0.006","434","0.007","429","0.006","433","0.006","395","0.006",""
"... 8637","101","0.001","89","0.001","104","0.002","105","0.002","112","0.002","116","0.002","96","0.001",""
"... 8638","5","0","1","0","4","0","4","0","2","0","4","0","1","0",""
"... 8640","23","0","14","0","18","0","18","0","16","0","14","0","23","0",""
"... 8645","24","0","22","0","17","0","35","0.001","29","0","31","0","24","0",""
"... 8646","2","0","3","0","1","0","0","0","4","0","3","0","3","0",""
"... 8698","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8700","333","0.005","341","0.005","321","0.005","308","0.005","326","0.005","319","0.005","318","0.005",""
"... 8702","164","0.002","166","0.002","167","0.002","152","0.002","135","0.002","138","0.002","139","0.002",""
"... 8703","119","0.002","129","0.002","124","0.002","120","0.002","96","0.001","129","0.002","95","0.001",""
"... 8704","140","0.002","134","0.002","111","0.002","135","0.002","141","0.002","118","0.002","136","0.002",""
"... 8706","361","0.005","344","0.005","341","0.005","346","0.005","356","0.005","345","0.005","422","0.006",""
"... 8707","195","0.003","181","0.003","171","0.003","184","0.003","179","0.003","192","0.003","195","0.003",""
"... 8708","276","0.004","306","0.005","323","0.005","333","0.005","353","0.005","327","0.005","312","0.005",""
"... 8712","376","0.006","375","0.006","372","0.006","366","0.005","399","0.006","391","0.006","373","0.006",""
"... 8713","101","0.001","114","0.002","108","0.002","98","0.001","94","0.001","98","0.001","107","0.002",""
"... 8714","10","0","12","0","14","0","12","0","18","0","20","0","16","0",""
"... 8715","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8716","3","0","3","0","2","0","7","0","5","0","4","0","4","0",""
"... 8717","1","0","2","0","0","0","0","0","2","0","1","0","1","0",""
"... 8718","1","0","3","0","1","0","2","0","3","0","2","0","3","0",""
"... 8721","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8722","4","0","5","0","7","0","7","0","4","0","3","0","6","0",""
"... 8723","0","0","1","0","2","0","0","0","3","0","3","0","1","0",""
"... 8725","0","0","1","0","0","0","0","0","2","0","0","0","1","0",""
"... 8727","1","0","2","0","0","0","0","0","2","0","1","0","0","0",""
"... 8730","6","0","8","0","7","0","6","0","6","0","13","0","9","0",""
"... 8732","3","0","1","0","0","0","2","0","3","0","2","0","2","0",""
"... 8733","6","0","15","0","7","0","13","0","6","0","5","0","15","0",""
"... 8734","4","0","1","0","3","0","5","0","3","0","5","0","2","0",""
"... 8735","3","0","5","0","1","0","2","0","9","0","4","0","3","0",""
"... 8737","3","0","6","0","2","0","2","0","2","0","3","0","2","0",""
"... 8738","1","0","3","0","1","0","0","0","0","0","0","0","1","0",""
"... 8739","0","0","0","0","0","0","1","0","0","0","2","0","0","0",""
"... 8741","0","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8750","2","0","3","0","3","0","1","0","4","0","1","0","8","0",""
"... 8752","3","0","3","0","2","0","1","0","1","0","1","0","1","0",""
"... 8753","5","0","4","0","4","0","1","0","3","0","4","0","8","0",""
"... 8754","0","0","3","0","0","0","1","0","1","0","0","0","1","0",""
"... 8755","1","0","3","0","0","0","0","0","1","0","1","0","3","0",""
"... 8756","1","0","0","0","1","0","4","0","2","0","3","0","0","0",""
"... 8757","2","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8758","0","0","1","0","0","0","2","0","1","0","0","0","0","0",""
"... 8762","1","0","1","0","2","0","1","0","0","0","3","0","0","0",""
"... 8765","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8766","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8767","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8772","1","0","1","0","0","0","0","0","2","0","1","0","0","0",""
"... 8773","1","0","1","0","1","0","2","0","0","0","1","0","0","0",""
"... 8774","2","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8775","0","0","1","0","1","0","0","0","0","0","0","0","1","0",""
"... 8777","0","0","0","0","0","0","3","0","0","0","0","0","1","0",""
"... 8782","0","0","2","0","2","0","1","0","1","0","0","0","1","0",""
"... 8783","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8800","370","0.005","430","0.006","396","0.006","390","0.006","435","0.006","428","0.006","425","0.006",""
"... 8802","157","0.002","157","0.002","153","0.002","148","0.002","162","0.002","185","0.003","155","0.002",""
"... 8803","100","0.001","112","0.002","114","0.002","116","0.002","108","0.002","109","0.002","94","0.001",""
"... 8804","234","0.003","222","0.003","221","0.003","224","0.003","232","0.003","237","0.004","245","0.004",""
"... 8805","350","0.005","333","0.005","387","0.006","364","0.005","394","0.006","362","0.005","341","0.005",""
"... 8806","2","0","2","0","2","0","0","0","4","0","1","0","1","0",""
"... 8807","4","0","0","0","4","0","4","0","2","0","5","0","7","0",""
"... 8808","4","0","1","0","8","0","6","0","3","0","3","0","7","0",""
"... 8810","722","0.011","723","0.011","737","0.011","748","0.011","725","0.011","721","0.011","746","0.011",""
"... 8815","8","0","14","0","14","0","14","0","10","0","10","0","13","0",""
"... 8816","71","0.001","61","0.001","71","0.001","46","0.001","55","0.001","58","0.001","53","0.001",""
"... 8820","606","0.009","583","0.009","606","0.009","600","0.009","607","0.009","603","0.009","580","0.009",""
"... 8824","47","0.001","60","0.001","47","0.001","53","0.001","59","0.001","65","0.001","52","0.001",""
"... 8825","38","0.001","26","0","31","0","34","0.001","42","0.001","34","0.001","41","0.001",""
"... 8832","6","0","8","0","10","0","5","0","15","0","8","0","5","0",""
"... 8833","110","0.002","109","0.002","98","0.001","107","0.002","122","0.002","107","0.002","104","0.002",""
"... 8834","1","0","4","0","2","0","3","0","1","0","0","0","4","0",""
"... 8835","0","0","0","0","1","0","0","0","0","0","2","0","0","0",""
"... 8836","0","0","1","0","0","0","0","0","0","0","2","0","1","0",""
"... 8840","8","0","4","0","7","0","6","0","8","0","10","0","7","0",""
"... 8841","0","0","1","0","1","0","0","0","0","0","0","0","1","0",""
"... 8842","1","0","1","0","0","0","1","0","2","0","0","0","6","0",""
"... 8843","0","0","0","0","0","0","1","0","1","0","0","0","1","0",""
"... 8844","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8845","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8846","3","0","0","0","1","0","2","0","0","0","1","0","1","0",""
"... 8847","1","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8849","0","0","1","0","0","0","0","0","0","0","2","0","1","0",""
"... 8852","1","0","3","0","2","0","6","0","7","0","6","0","4","0",""
"... 8853","7","0","1","0","4","0","3","0","10","0","0","0","3","0",""
"... 8854","5","0","6","0","7","0","2","0","7","0","5","0","5","0",""
"... 8855","2","0","1","0","0","0","1","0","3","0","1","0","1","0",""
"... 8856","0","0","0","0","0","0","1","0","0","0","4","0","1","0",""
"... 8858","0","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8862","1","0","1","0","2","0","1","0","0","0","1","0","1","0",""
"... 8863","4","0","3","0","1","0","1","0","1","0","2","0","0","0",""
"... 8864","6","0","5","0","2","0","7","0","3","0","5","0","3","0",""
"... 8865","4","0","5","0","6","0","1","0","7","0","4","0","4","0",""
"... 8866","0","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8867","0","0","0","0","3","0","2","0","4","0","1","0","1","0",""
"... 8868","1","0","0","0","1","0","0","0","2","0","1","0","0","0",""
"... 8872","1","0","1","0","1","0","0","0","1","0","2","0","2","0",""
"... 8873","1","0","1","0","2","0","1","0","0","0","0","0","0","0",""
"... 8877","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8880","4","0","4","0","2","0","1","0","6","0","3","0","1","0",""
"... 8881","0","0","0","0","0","0","0","0","1","0","2","0","0","0",""
"... 8882","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8885","0","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"... 8887","1","0","1","0","1","0","5","0","3","0","3","0","2","0",""
"... 8889","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8890","2","0","3","0","4","0","0","0","3","0","1","0","1","0",""
"... 8892","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8895","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8897","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8898","1","0","1","0","2","0","0","0","0","0","2","0","0","0",""
"... 8902","486","0.007","442","0.007","477","0.007","499","0.007","463","0.007","460","0.007","460","0.007",""
"... 8903","199","0.003","210","0.003","198","0.003","186","0.003","186","0.003","225","0.003","216","0.003",""
"... 8904","33","0","30","0","40","0.001","17","0","38","0.001","29","0","26","0",""
"... 8905","2","0","4","0","5","0","1","0","1","0","5","0","4","0",""
"... 8906","158","0.002","158","0.002","169","0.003","146","0.002","156","0.002","144","0.002","153","0.002",""
"... 8907","104","0.002","111","0.002","82","0.001","108","0.002","111","0.002","97","0.001","101","0.002",""
"... 8908","115","0.002","132","0.002","120","0.002","115","0.002","117","0.002","102","0.002","134","0.002",""
"... 8909","50","0.001","59","0.001","40","0.001","55","0.001","45","0.001","47","0.001","50","0.001",""
"... 8910","503","0.007","552","0.008","468","0.007","506","0.008","495","0.007","496","0.007","526","0.008",""
"... 8911","19","0","43","0.001","25","0","12","0","29","0","29","0","22","0",""
"... 8912","227","0.003","221","0.003","223","0.003","223","0.003","216","0.003","236","0.004","222","0.003",""
"... 8913","89","0.001","92","0.001","74","0.001","73","0.001","85","0.001","86","0.001","87","0.001",""
"... 8914","45","0.001","36","0.001","47","0.001","29","0","44","0.001","35","0.001","48","0.001",""
"... 8915","91","0.001","103","0.002","67","0.001","87","0.001","77","0.001","85","0.001","67","0.001",""
"... 8916","2","0","5","0","7","0","4","0","6","0","4","0","5","0",""
"... 8917","4","0","1","0","4","0","6","0","1","0","5","0","2","0",""
"... 8918","1","0","5","0","1","0","4","0","1","0","0","0","0","0",""
"... 8919","1","0","2","0","0","0","0","0","0","0","2","0","1","0",""
"... 8925","16","0","23","0","23","0","23","0","14","0","24","0","32","0",""
"... 8926","34","0.001","29","0","32","0","25","0","36","0.001","24","0","31","0",""
"... 8932","148","0.002","158","0.002","164","0.002","155","0.002","154","0.002","160","0.002","148","0.002",""
"... 8933","33","0","25","0","21","0","20","0","24","0","25","0","19","0",""
"... 8934","67","0.001","67","0.001","53","0.001","76","0.001","48","0.001","57","0.001","69","0.001",""
"... 8942","118","0.002","118","0.002","125","0.002","110","0.002","115","0.002","128","0.002","126","0.002",""
"... 8951","190","0.003","217","0.003","223","0.003","200","0.003","179","0.003","175","0.003","187","0.003",""
"... 8952","1036","0.015","995","0.015","1073","0.016","1125","0.017","1057","0.016","1030","0.015","1065","0.016",""
"... 8953","1748","0.026","1754","0.026","1811","0.027","1667","0.025","1733","0.026","1726","0.026","1686","0.025",""
"... 8954","160","0.002","159","0.002","160","0.002","154","0.002","180","0.003","185","0.003","157","0.002",""
"... 8955","69","0.001","76","0.001","75","0.001","70","0.001","74","0.001","61","0.001","66","0.001",""
"... 8956","3","0","4","0","3","0","4","0","3","0","1","0","4","0",""
"... 8957","43","0.001","40","0.001","39","0.001","51","0.001","42","0.001","39","0.001","40","0.001",""
"... 8962","8","0","3","0","8","0","9","0","7","0","6","0","7","0",""
"... 8964","19","0","17","0","19","0","4","0","14","0","12","0","19","0",""
"... 8965","11","0","9","0","12","0","9","0","14","0","2","0","6","0",""
"... 8966","5","0","2","0","3","0","3","0","2","0","5","0","3","0",""
"... 8967","4","0","7","0","8","0","5","0","4","0","6","0","4","0",""
"... 9082","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 9100","0","0","0","0","0","0","1","0","1","0","0","0","1","0",""
"... 9176","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 9200","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
